fips,state,county,prem_2020,prem_2016
FIPS_28139,MS,Tippah County,10663.3,10439.6
FIPS_28141,MS,Tishomingo County,12443.1,10885.9
FIPS_28143,MS,Tunica County,18172.9,13156.1
FIPS_28145,MS,Union County,9476,8267.7
FIPS_28147,MS,Walthall County,12927.5,13177.7
FIPS_28149,MS,Warren County,12986.9,10981.3
FIPS_28151,MS,Washington County,17491.2,12865.3
FIPS_28153,MS,Wayne County,11119.5,10584.4
FIPS_28155,MS,Webster County,12104,9351.2
FIPS_28157,MS,Wilkinson County,16748.4,13687.6
FIPS_28159,MS,Winston County,12037.3,12181.3
FIPS_28161,MS,Yalobusha County,15302.3,13146
FIPS_28163,MS,Yazoo County,11832.5,12452.6
FIPS_29001,MO,Adair County,8051.9,7589.7
FIPS_29003,MO,Andrew County,6581.3,6213.9
FIPS_29005,MO,Atchison County,8286.3,6419.6
FIPS_29007,MO,Audrain County,9025.3,7038.5
FIPS_29009,MO,Barry County,9136.3,9380.5
FIPS_29011,MO,Barton County,7090.8,8751.3
FIPS_29013,MO,Bates County,8761.7,7879.6
FIPS_29015,MO,Benton County,10493.5,10237.4
FIPS_29017,MO,Bollinger County,8469,8591.1
FIPS_29019,MO,Boone County,6783.9,5774.5
FIPS_29021,MO,Buchanan County,9099.1,8812
FIPS_29023,MO,Butler County,12342.3,11995
FIPS_29025,MO,Caldwell County,10319.4,7744.8
FIPS_29027,MO,Callaway County,7903.7,7684
FIPS_29029,MO,Camden County,7751,8575.1
FIPS_29031,MO,Cape Girardeau County,8972.3,7010.6
FIPS_29033,MO,Carroll County,9280.7,6971
FIPS_29035,MO,Carter County,12583.4,9597.6
FIPS_29037,MO,Cass County,7263.4,6789.8
FIPS_29039,MO,Cedar County,10115.9,11395.2
FIPS_29041,MO,Chariton County,7387.5,8563.9
FIPS_29043,MO,Christian County,6963.2,5853.7
FIPS_29045,MO,Clark County,6389.7,7258.4
FIPS_29047,MO,Clay County,6374.5,5959.1
FIPS_29049,MO,Clinton County,6654.6,7286.4
FIPS_29051,MO,Cole County,7842.7,6138.5
FIPS_29053,MO,Cooper County,6638.8,7269.3
FIPS_29055,MO,Crawford County,11109.7,9021.8
FIPS_29057,MO,Dade County,14265,8169.2
FIPS_29059,MO,Dallas County,11226.1,7667.3
FIPS_29061,MO,Daviess County,6702.8,8379.4
FIPS_29063,MO,DeKalb County,10333.9,7716.5
FIPS_29065,MO,Dent County,12150,11149.3
FIPS_29067,MO,Douglas County,10369.4,8642.7
FIPS_29069,MO,Dunklin County,14031.1,13071.8
FIPS_29071,MO,Franklin County,9269.7,7957
FIPS_29073,MO,Gasconade County,10594.8,7572
FIPS_29075,MO,Gentry County,11041.3,6816.4
FIPS_29077,MO,Greene County,8904,7982.3
FIPS_29079,MO,Grundy County,8697.9,11442.3
FIPS_29081,MO,Harrison County,7777.9,7802.2
FIPS_29083,MO,Henry County,8744.3,9383.5
FIPS_29085,MO,Hickory County,10128.5,10325.9
FIPS_29087,MO,Holt County,4536.7,7577.3
FIPS_29089,MO,Howard County,8054.1,6242.7
FIPS_29091,MO,Howell County,10541.4,9873.8
FIPS_29093,MO,Iron County,11877.9,13140.1
FIPS_29095,MO,Jackson County,9377.1,8341.1
FIPS_29097,MO,Jasper County,9403.3,8548.7
FIPS_29099,MO,Jefferson County,9567,7724.9
FIPS_29101,MO,Johnson County,6079.8,6908.2
FIPS_29103,MO,Knox County,10194.6,9129.9
FIPS_29105,MO,Laclede County,11199.3,8677.6
FIPS_29107,MO,Lafayette County,9528,8309.4
FIPS_29109,MO,Lawrence County,9206.8,8707
FIPS_29111,MO,Lewis County,9454,6832.8
FIPS_29113,MO,Lincoln County,8875.3,7506.3
FIPS_29115,MO,Linn County,9491.9,8211.6
FIPS_29117,MO,Livingston County,6619.2,6759.4
FIPS_29119,MO,McDonald County,10385.7,11427.9
FIPS_29121,MO,Macon County,8202.5,7788.8
FIPS_29123,MO,Madison County,9503.3,11871.7
FIPS_29125,MO,Maries County,9447.5,8124.8
FIPS_29127,MO,Marion County,9294.7,9111.2
FIPS_29129,MO,Mercer County,8191.6,6015.4
FIPS_29131,MO,Miller County,8305.1,8980.6
FIPS_29133,MO,Mississippi County,12132.2,9870.6
FIPS_29135,MO,Moniteau County,8202.2,6949.4
FIPS_29137,MO,Monroe County,9258.4,6432.3
FIPS_29139,MO,Montgomery County,10056.7,9914.3
FIPS_29141,MO,Morgan County,10557.8,9975.5
FIPS_29143,MO,New Madrid County,13733.9,10804.8
FIPS_29145,MO,Newton County,8562.8,8439.8
FIPS_29147,MO,Nodaway County,5844.6,5981.6
FIPS_29149,MO,Oregon County,10113.1,11440.4
FIPS_29151,MO,Osage County,6562.4,5644
FIPS_29153,MO,Ozark County,10708.9,9629.6
FIPS_29155,MO,Pemiscot County,17248.9,16218.1
FIPS_29157,MO,Perry County,7869.1,5655.8
FIPS_29159,MO,Pettis County,8266.1,7835
FIPS_29161,MO,Phelps County,9785.1,8899
FIPS_29163,MO,Pike County,8083.2,8184.1
FIPS_29165,MO,Platte County,5653.8,4936.1
FIPS_29167,MO,Polk County,8674.2,8579.5
FIPS_29169,MO,Pulaski County,8577,7618.2
FIPS_29171,MO,Putnam County,9411.7,6493.4
FIPS_29173,MO,Ralls County,7451.9,5677.6
FIPS_29175,MO,Randolph County,8447.5,9120
FIPS_29177,MO,Ray County,9104,8762.8
FIPS_29179,MO,Reynolds County,11332.5,12054.9
FIPS_29181,MO,Ripley County,12437.4,10622.9
FIPS_29183,MO,St. Charles County,6099.6,5199.9
FIPS_29185,MO,St. Clair County,8545.8,9698.7
FIPS_29186,MO,Ste. Genevieve County,6825,6789.2
FIPS_29187,MO,St. Francois County,10826.7,10553.8
FIPS_29189,MO,St. Louis County,8753.4,6946.4
FIPS_29195,MO,Saline County,8596.1,7466.8
FIPS_29197,MO,Schuyler County,8896.3,5533.7
FIPS_29199,MO,Scotland County,6756.3,7592.2
FIPS_29201,MO,Scott County,10686.8,10000.7
FIPS_29203,MO,Shannon County,12093.7,9804.9
FIPS_29205,MO,Shelby County,7470,7985.8
FIPS_29207,MO,Stoddard County,9474,9234.1
FIPS_29209,MO,Stone County,11551.6,8122.2
FIPS_29211,MO,Sullivan County,11099.2,7029
FIPS_29213,MO,Taney County,9345.9,8470.1
FIPS_29215,MO,Texas County,10518.1,9463.9
FIPS_29217,MO,Vernon County,9255.9,9564.4
FIPS_29219,MO,Warren County,8073.1,7881.3
FIPS_29221,MO,Washington County,12274.3,12544.4
FIPS_29223,MO,Wayne County,11224,12357.3
FIPS_29225,MO,Webster County,8226.6,7881.2
FIPS_29227,MO,Worth County,5906.3,11363.9
FIPS_29229,MO,Wright County,11241.8,9527.2
FIPS_29510,MO,St. Louis city,13935.6,11239.7
FIPS_30001,MT,Beaverhead County,4252,7682.4
FIPS_30003,MT,Big Horn County,22566.8,16464.4
FIPS_30005,MT,Blaine County,18405.7,13661.6
FIPS_30007,MT,Broadwater County,6407.7,10274.3
FIPS_30009,MT,Carbon County,5948.3,6896.5
FIPS_30013,MT,Cascade County,8017.6,7654
FIPS_30015,MT,Chouteau County,7232,10221
FIPS_30017,MT,Custer County,8072.6,6809.4
FIPS_30021,MT,Dawson County,6106.1,6135.4
FIPS_30023,MT,Deer Lodge County,11293.1,8671.1
FIPS_30025,MT,Fallon County,5107.9,7521.1
FIPS_30027,MT,Fergus County,7480.3,6865.8
FIPS_30029,MT,Flathead County,6476.9,6965.2
FIPS_30031,MT,Gallatin County,3999.4,4265.4
FIPS_30035,MT,Glacier County,17307.8,14723.6
FIPS_30039,MT,Granite County,4314.7,10748.7
FIPS_30041,MT,Hill County,8551.7,8320.2
FIPS_30043,MT,Jefferson County,6871.8,5276.5
FIPS_30045,MT,Judith Basin County,4151.9,6147.9
FIPS_30047,MT,Lake County,10413.1,8734.5
FIPS_30049,MT,Lewis and Clark County,6636.5,6095.3
FIPS_30053,MT,Lincoln County,7598,7944.5
FIPS_30055,MT,McCone County,10147.8,0
FIPS_30057,MT,Madison County,5575,5002.7
FIPS_30059,MT,Meagher County,3262.9,9685.6
FIPS_30061,MT,Mineral County,7313.7,13523.2
FIPS_30063,MT,Missoula County,5908,5827.6
FIPS_30065,MT,Musselshell County,7956.4,11824.1
FIPS_30067,MT,Park County,7393.8,7397.5
FIPS_30071,MT,Phillips County,7805.2,6630.6
FIPS_30073,MT,Pondera County,8746.6,7821.7
FIPS_30077,MT,Powell County,8772.4,8117.9
FIPS_30079,MT,Prairie County,4062.8,0
FIPS_30081,MT,Ravalli County,6105.1,6711.7
FIPS_30083,MT,Richland County,9318.5,7600.3
FIPS_30085,MT,Roosevelt County,25631.9,22872.8
FIPS_30087,MT,Rosebud County,17602.4,14493.1
FIPS_30089,MT,Sanders County,10139.1,10322.5
FIPS_30091,MT,Sheridan County,4495.1,9733.8
FIPS_30093,MT,Silver Bow County,8402,8956.5
FIPS_30095,MT,Stillwater County,4396.2,8342.9
FIPS_30097,MT,Sweet Grass County,5276.8,4380.5
FIPS_30099,MT,Teton County,8868.5,5698
FIPS_30101,MT,Toole County,6245.2,6376.2
FIPS_30105,MT,Valley County,8614.7,8776.6
FIPS_30107,MT,Wheatland County,12145.7,6816.3
FIPS_30111,MT,Yellowstone County,8219.4,7344.8
FIPS_31001,NE,Adams County,7799,6365
FIPS_31003,NE,Antelope County,3876.3,5227.4
FIPS_31011,NE,Boone County,4795.3,7447.1
FIPS_31013,NE,Box Butte County,7719.9,8332.5
FIPS_31015,NE,Boyd County,8183.2,4345.8
FIPS_31017,NE,Brown County,7369.5,6278.7
FIPS_31019,NE,Buffalo County,5121.8,5265.1
FIPS_31021,NE,Burt County,9793.7,7146.9
FIPS_31023,NE,Butler County,5764.4,4622.2
FIPS_31025,NE,Cass County,6444.6,7533.9
FIPS_31027,NE,Cedar County,5103.8,4948.8
FIPS_31029,NE,Chase County,4567.8,8410.4
FIPS_31031,NE,Cherry County,7275.2,7614.8
FIPS_31033,NE,Cheyenne County,9411.2,5472.9
FIPS_31035,NE,Clay County,6379.1,6525.1
FIPS_31037,NE,Colfax County,6213.7,6088.8
FIPS_31039,NE,Cuming County,6542.8,4724.5
FIPS_31041,NE,Custer County,6127.7,6675.6
FIPS_31043,NE,Dakota County,6398.9,5946.6
FIPS_31045,NE,Dawes County,7690.1,5692.4
FIPS_31047,NE,Dawson County,7339,5922.4
FIPS_31049,NE,Deuel County,8658.7,8086
FIPS_31051,NE,Dixon County,4803.9,6131.8
FIPS_31053,NE,Dodge County,8228.5,7378.5
FIPS_31055,NE,Douglas County,6755.8,6433.7
FIPS_31057,NE,Dundy County,7496.1,6833.1
FIPS_31059,NE,Fillmore County,3464.8,10112.1
FIPS_31061,NE,Franklin County,13476.5,6006.5
FIPS_31063,NE,Frontier County,5703.3,4649.5
FIPS_31065,NE,Furnas County,7548.3,7464.6
FIPS_31067,NE,Gage County,7586.2,7536.8
FIPS_31069,NE,Garden County,8974.3,4780.3
FIPS_31071,NE,Garfield County,5031.9,4904
FIPS_31073,NE,Gosper County,10463.4,4965.3
FIPS_31077,NE,Greeley County,5841,7502.5
FIPS_31079,NE,Hall County,7237.5,5760.6
FIPS_31081,NE,Hamilton County,4410,7517.3
FIPS_31083,NE,Harlan County,5487,3957.9
FIPS_31087,NE,Hitchcock County,9022.8,8049.3
FIPS_31089,NE,Holt County,5473.7,5190.7
FIPS_31093,NE,Howard County,8249.4,5060.1
FIPS_31095,NE,Jefferson County,5506,8732.2
FIPS_31097,NE,Johnson County,7042.8,7822
FIPS_31099,NE,Kearney County,7206.5,8144.6
FIPS_31101,NE,Keith County,9007,7357.6
FIPS_31105,NE,Kimball County,13012.4,5230.3
FIPS_31107,NE,Knox County,6841,6823.1
FIPS_31109,NE,Lancaster County,5644.8,5218.4
FIPS_31111,NE,Lincoln County,7427.5,7222.4
FIPS_31119,NE,Madison County,6905,5501.6
FIPS_31121,NE,Merrick County,8353.7,8795.1
FIPS_31123,NE,Morrill County,8839.3,9103.6
FIPS_31125,NE,Nance County,7553.5,8180
FIPS_31127,NE,Nemaha County,7717.2,8258.6
FIPS_31129,NE,Nuckolls County,7500.7,6986.6
FIPS_31131,NE,Otoe County,6004,6181.6
FIPS_31133,NE,Pawnee County,10833.1,6452.9
FIPS_31135,NE,Perkins County,7288.7,5336.6
FIPS_31137,NE,Phelps County,5772.1,5549.9
FIPS_31139,NE,Pierce County,4999.7,4571.6
FIPS_31141,NE,Platte County,6327.3,5567.9
FIPS_31143,NE,Polk County,8331.2,5042.8
FIPS_31145,NE,Red Willow County,6997.5,5644.6
FIPS_31147,NE,Richardson County,7104.8,8169.8
FIPS_31151,NE,Saline County,6369.3,6353
FIPS_31153,NE,Sarpy County,4933.7,4384.9
FIPS_31155,NE,Saunders County,5917.1,5459.1
FIPS_31157,NE,Scotts Bluff County,9078.7,7648
FIPS_31159,NE,Seward County,6196.5,5583.6
FIPS_31161,NE,Sheridan County,9302.2,8127.2
FIPS_31163,NE,Sherman County,5065.7,7172.7
FIPS_31167,NE,Stanton County,6418.8,4314
FIPS_31169,NE,Thayer County,6277.3,8352.3
FIPS_31173,NE,Thurston County,21254.1,15993
FIPS_31175,NE,Valley County,4376.6,6424
FIPS_31177,NE,Washington County,4340.9,4879.2
FIPS_31179,NE,Wayne County,3637.9,3490.1
FIPS_31181,NE,Webster County,6617.7,10054.5
FIPS_31185,NE,York County,6250.8,7803.4
FIPS_32001,NV,Churchill County,10782.5,7316.1
FIPS_32003,NV,Clark County,7362.4,6938.9
FIPS_32005,NV,Douglas County,5869.9,6392.2
FIPS_32007,NV,Elko County,7895.5,7052.4
FIPS_32011,NV,Eureka County,8779.1,9042.3
FIPS_32013,NV,Humboldt County,9789.3,7888
FIPS_32015,NV,Lander County,10167.5,8725.7
FIPS_32017,NV,Lincoln County,5061.7,7016.1
FIPS_32019,NV,Lyon County,8365.5,8878.5
FIPS_32021,NV,Mineral County,13845.1,10703.1
FIPS_32023,NV,Nye County,10837.2,11537.3
FIPS_32027,NV,Pershing County,7480.2,5178.4
FIPS_32029,NV,Storey County,5551.1,5129.4
FIPS_32031,NV,Washoe County,7273.2,7046
FIPS_32033,NV,White Pine County,7423.4,9342.3
FIPS_32510,NV,Carson City,9709.6,9282
FIPS_33001,NH,Belknap County,8413.7,6548
FIPS_33003,NH,Carroll County,7459,6067.5
FIPS_33005,NH,Cheshire County,6547.1,5707.2
FIPS_33007,NH,Coos County,7575.4,7896
FIPS_33009,NH,Grafton County,5925.8,5138.1
FIPS_33011,NH,Hillsborough County,6595.8,6106.8
FIPS_33013,NH,Merrimack County,6475,6106.3
FIPS_33015,NH,Rockingham County,5223,5179
FIPS_33017,NH,Strafford County,6973.3,6308.1
FIPS_33019,NH,Sullivan County,6631.3,6557.2
FIPS_34001,NJ,Atlantic County,9134.8,7453.8
FIPS_34003,NJ,Bergen County,4300.3,3859.2
FIPS_34005,NJ,Burlington County,6623.4,5796.7
FIPS_34007,NJ,Camden County,8682.7,7464.4
FIPS_34009,NJ,Cape May County,9104.2,8287.9
FIPS_34011,NJ,Cumberland County,10533.7,8321.7
FIPS_34013,NJ,Essex County,7906.9,7102.8
FIPS_34015,NJ,Gloucester County,7837.1,6537.2
FIPS_34017,NJ,Hudson County,5775,4952.9
FIPS_34019,NJ,Hunterdon County,4215.8,4219.4
FIPS_34021,NJ,Mercer County,6850.5,6064.4
FIPS_34023,NJ,Middlesex County,5425.2,4311.3
FIPS_34025,NJ,Monmouth County,5793.4,5087.6
FIPS_34027,NJ,Morris County,4321,3910.9
FIPS_34029,NJ,Ocean County,7087.1,6397.6
FIPS_34031,NJ,Passaic County,6841.2,5545
FIPS_34033,NJ,Salem County,12039.3,8842.5
FIPS_34035,NJ,Somerset County,4366.4,3903.5
FIPS_34037,NJ,Sussex County,6432.2,5460.3
FIPS_34039,NJ,Union County,6048.1,5034.8
FIPS_34041,NJ,Warren County,6656.9,6020.1
FIPS_35001,NM,Bernalillo County,9292.6,7579.9
FIPS_35003,NM,Catron County,9287.6,9858.6
FIPS_35005,NM,Chaves County,11107.5,9159.4
FIPS_35006,NM,Cibola County,12305.9,10409.8
FIPS_35007,NM,Colfax County,11961.2,11462.3
FIPS_35009,NM,Curry County,9254.5,7949.8
FIPS_35011,NM,DeBaca County,8817.8,17234.2
FIPS_35013,NM,Dona Ana County,7704.5,6698.2
FIPS_35015,NM,Eddy County,11088.9,10426.8
FIPS_35017,NM,Grant County,9929.3,9203
FIPS_35019,NM,Guadalupe County,10511.8,13438.5
FIPS_35023,NM,Hidalgo County,8635,11381.8
FIPS_35025,NM,Lea County,10496.7,9284.6
FIPS_35027,NM,Lincoln County,9345.1,7695.3
FIPS_35028,NM,Los Alamos County,3836.6,3150.8
FIPS_35029,NM,Luna County,9916.8,8633.2
FIPS_35031,NM,McKinley County,21478.4,13907.5
FIPS_35033,NM,Mora County,11018.7,13211.4
FIPS_35035,NM,Otero County,9338.1,8569.7
FIPS_35037,NM,Quay County,13032.6,10279.4
FIPS_35039,NM,Rio Arriba County,17738.3,15806.6
FIPS_35041,NM,Roosevelt County,9863.3,7690.9
FIPS_35043,NM,Sandoval County,8007.9,7143.7
FIPS_35045,NM,San Juan County,13411.3,9674
FIPS_35047,NM,San Miguel County,10950.7,9951.2
FIPS_35049,NM,Santa Fe County,7722.5,6991.9
FIPS_35051,NM,Sierra County,14264.5,14131.8
FIPS_35053,NM,Socorro County,11785.2,10085.3
FIPS_35055,NM,Taos County,10605.7,8664.4
FIPS_35057,NM,Torrance County,11274.3,9411.1
FIPS_35059,NM,Union County,9211.6,8537.4
FIPS_35061,NM,Valencia County,10260,8656.9
FIPS_36001,NY,Albany County,6525.1,5650.9
FIPS_36003,NY,Allegany County,7084.8,5800.7
FIPS_36005,NY,Bronx County,8106.5,6651.2
FIPS_36007,NY,Broome County,7542.4,7046.7
FIPS_36009,NY,Cattaraugus County,8180.6,7289.5
FIPS_36011,NY,Cayuga County,6976.1,6191.1
FIPS_36013,NY,Chautauqua County,7860.9,7211.6
FIPS_36015,NY,Chemung County,8580.8,6712.2
FIPS_36017,NY,Chenango County,8554.7,6762.1
FIPS_36019,NY,Clinton County,6328.5,5957
FIPS_36021,NY,Columbia County,6396.5,6510.6
FIPS_36023,NY,Cortland County,7007.6,6216
FIPS_36025,NY,Delaware County,8149,6469.8
FIPS_36027,NY,Dutchess County,6245.8,5417.5
FIPS_36029,NY,Erie County,7278.2,7096.4
FIPS_36031,NY,Essex County,6184.3,5574.8
FIPS_36033,NY,Franklin County,6636.1,5868.7
FIPS_36035,NY,Fulton County,7877.6,6765.2
FIPS_36037,NY,Genesee County,7576.3,5527.9
FIPS_36039,NY,Greene County,7969.1,6606.5
FIPS_36041,NY,Hamilton County,5206.4,7853
FIPS_36043,NY,Herkimer County,6649.1,7633.9
FIPS_36045,NY,Jefferson County,7235.3,6472.5
FIPS_36047,NY,Kings County,5839.3,5216.2
FIPS_36049,NY,Lewis County,6258.1,5960.5
FIPS_36051,NY,Livingston County,5837.3,4820.5
FIPS_36053,NY,Madison County,5250.9,5867.1
FIPS_36055,NY,Monroe County,6805.1,5728.9
FIPS_36057,NY,Montgomery County,7909.3,7187.1
FIPS_36059,NY,Nassau County,4556.4,4301.7
FIPS_36061,NY,New York County,4412.9,4139.4
FIPS_36063,NY,Niagara County,7924.6,7677.8
FIPS_36065,NY,Oneida County,7850.7,6876.8
FIPS_36067,NY,Onondaga County,6752.5,6116.5
FIPS_36069,NY,Ontario County,6041.7,5299.4
FIPS_36071,NY,Orange County,6268.9,5459
FIPS_36073,NY,Orleans County,7766.3,6544.9
FIPS_36075,NY,Oswego County,7524.3,7233.9
FIPS_36077,NY,Otsego County,6548.8,6139.9
FIPS_36079,NY,Putnam County,4494.9,4550.6
FIPS_36081,NY,Queens County,5243.8,4319.2
FIPS_36083,NY,Rensselaer County,6712.7,6301
FIPS_36085,NY,Richmond County,5981.7,5470.2
FIPS_36087,NY,Rockland County,5059.9,4001.1
FIPS_36089,NY,St. Lawrence County,6648.6,6241.2
FIPS_36091,NY,Saratoga County,4891.7,4609.5
FIPS_36093,NY,Schenectady County,6996.6,7112.5
FIPS_36095,NY,Schoharie County,7199.9,5787.7
FIPS_36097,NY,Schuyler County,6165.3,6657.2
FIPS_36099,NY,Seneca County,8207.3,5790.1
FIPS_36101,NY,Steuben County,6937.2,6720.9
FIPS_36103,NY,Suffolk County,5926.1,5364
FIPS_36105,NY,Sullivan County,8682.4,7508.6
FIPS_36107,NY,Tioga County,6536.5,6631.6
FIPS_36109,NY,Tompkins County,4706.9,4730.6
FIPS_36111,NY,Ulster County,6459.3,6099.1
FIPS_36113,NY,Warren County,6843.7,5326.6
FIPS_36115,NY,Washington County,6664.6,5466.7
FIPS_36117,NY,Wayne County,7133.7,6262.1
FIPS_36119,NY,Westchester County,4617.8,4093.6
FIPS_36121,NY,Wyoming County,5892.1,6733.5
FIPS_36123,NY,Yates County,7335.5,5318.9
FIPS_37001,NC,Alamance County,8326.8,7804.3
FIPS_37003,NC,Alexander County,8806.2,7334
FIPS_37005,NC,Alleghany County,9618.5,8720.1
FIPS_37007,NC,Anson County,12713.9,10502.3
FIPS_37009,NC,Ashe County,7506.4,8309.9
FIPS_37011,NC,Avery County,6897.4,7296.5
FIPS_37013,NC,Beaufort County,10375,9575.3
FIPS_37015,NC,Bertie County,10941.8,9780.8
FIPS_37017,NC,Bladen County,11629.9,11523.8
FIPS_37019,NC,Brunswick County,8385.2,8148.4
FIPS_37021,NC,Buncombe County,7806.5,7135.6
FIPS_37023,NC,Burke County,9572.9,9218.8
FIPS_37025,NC,Cabarrus County,6849.4,6415.2
FIPS_37027,NC,Caldwell County,9566.7,9504.4
FIPS_37029,NC,Camden County,5454.9,5420.2
FIPS_37031,NC,Carteret County,9534.6,7710.1
FIPS_37033,NC,Caswell County,10128.3,7853.3
FIPS_37035,NC,Catawba County,8229.9,8355.7
FIPS_37037,NC,Chatham County,7039.6,6195.4
FIPS_37039,NC,Cherokee County,10907.1,10971.4
FIPS_37041,NC,Chowan County,10158.8,8842.1
FIPS_37043,NC,Clay County,9219.4,7382.2
FIPS_37045,NC,Cleveland County,10928.5,9677.5
FIPS_37047,NC,Columbus County,12234.8,11463
FIPS_37049,NC,Craven County,10255.5,8256.9
FIPS_37051,NC,Cumberland County,9933.7,9086.8
FIPS_37053,NC,Currituck County,6698.2,7047.2
FIPS_37055,NC,Dare County,7034,6723.1
FIPS_37057,NC,Davidson County,9582.4,8704.6
FIPS_37059,NC,Davie County,7810.5,6680.6
FIPS_37061,NC,Duplin County,9670.6,7623.4
FIPS_37063,NC,Durham County,6380.1,6132.5
FIPS_37065,NC,Edgecombe County,14319.7,10880.8
FIPS_37067,NC,Forsyth County,8066.2,7006.8
FIPS_37069,NC,Franklin County,8482.9,7717.7
FIPS_37071,NC,Gaston County,9646.8,8926.9
FIPS_37073,NC,Gates County,10947.6,6175.8
FIPS_37075,NC,Graham County,10234.7,8181.6
FIPS_37077,NC,Granville County,7811,7208.1
FIPS_37079,NC,Greene County,8151.3,7003.4
FIPS_37081,NC,Guilford County,8166,6760.6
FIPS_37083,NC,Halifax County,13212.2,10604.6
FIPS_37085,NC,Harnett County,8591.1,8215
FIPS_37087,NC,Haywood County,9378.3,7863.5
FIPS_37089,NC,Henderson County,7431.6,7441.9
FIPS_37091,NC,Hertford County,10827.8,9778.7
FIPS_37093,NC,Hoke County,9646.8,7408.1
FIPS_37095,NC,Hyde County,10281.7,6551.6
FIPS_37097,NC,Iredell County,7090.2,7222.5
FIPS_37099,NC,Jackson County,9144.5,7413
FIPS_37101,NC,Johnston County,7194.3,6764.1
FIPS_37103,NC,Jones County,10135,8265
FIPS_37105,NC,Lee County,9767.9,8370.4
FIPS_37107,NC,Lenoir County,12033.7,10386.8
FIPS_37109,NC,Lincoln County,8173.3,7046.4
FIPS_37111,NC,McDowell County,8398.3,8812.7
FIPS_37113,NC,Macon County,7684.1,8005.3
FIPS_37115,NC,Madison County,9081.5,8139.6
FIPS_37117,NC,Martin County,11807.3,9187.2
FIPS_37119,NC,Mecklenburg County,6100,5673
FIPS_37121,NC,Mitchell County,10317.3,8064.3
FIPS_37123,NC,Montgomery County,10329,8244.7
FIPS_37125,NC,Moore County,7848.4,7251.5
FIPS_37127,NC,Nash County,10156.1,8927.8
FIPS_37129,NC,New Hanover County,7274.4,6650.3
FIPS_37131,NC,Northampton County,10923,10046.4
FIPS_37133,NC,Onslow County,8760.8,7536.1
FIPS_37135,NC,Orange County,5129.5,4470.8
FIPS_37137,NC,Pamlico County,11402,10694
FIPS_37139,NC,Pasquotank County,10256.3,7231.2
FIPS_37141,NC,Pender County,8476.6,7289.9
FIPS_37143,NC,Perquimans County,10691.2,7387.3
FIPS_37145,NC,Person County,9376.9,8667.6
FIPS_37147,NC,Pitt County,8673.1,7428.6
FIPS_37149,NC,Polk County,7696.3,7319
FIPS_37151,NC,Randolph County,10543.2,7990.9
FIPS_37153,NC,Richmond County,11956.9,10231.2
FIPS_37155,NC,Robeson County,14665.5,12129.4
FIPS_37157,NC,Rockingham County,11126.3,9318.2
FIPS_37159,NC,Rowan County,9840.4,9514.4
FIPS_37161,NC,Rutherford County,9963.1,9767.7
FIPS_37163,NC,Sampson County,9397.7,9593.1
FIPS_37165,NC,Scotland County,12627.3,10097.8
FIPS_37167,NC,Stanly County,10201.8,8115
FIPS_37169,NC,Stokes County,8954.5,8414.2
FIPS_37171,NC,Surry County,9170.3,8337.6
FIPS_37173,NC,Swain County,14943.5,11550.2
FIPS_37175,NC,Transylvania County,6573.6,7026.3
FIPS_37177,NC,Tyrrell County,6493.1,9148.8
FIPS_37179,NC,Union County,5514.8,5589.4
FIPS_37181,NC,Vance County,13262.9,11138.7
FIPS_37183,NC,Wake County,4808.9,4513.7
FIPS_37185,NC,Warren County,12537.5,8850.9
FIPS_37187,NC,Washington County,11264.2,8199.9
FIPS_37189,NC,Watauga County,5198.7,5491.9
FIPS_37191,NC,Wayne County,10671,8301.3
FIPS_37193,NC,Wilkes County,9994.5,9850.7
FIPS_37195,NC,Wilson County,9793.9,8535.2
FIPS_37197,NC,Yadkin County,10098.8,8812.5
FIPS_37199,NC,Yancey County,7101.8,6885.5
FIPS_38001,ND,Adams County,5226.7,7267.4
FIPS_38003,ND,Barnes County,8376.9,6043.7
FIPS_38005,ND,Benson County,23275.1,19567.2
FIPS_38009,ND,Bottineau County,9144.9,6755.4
FIPS_38011,ND,Bowman County,5877.1,6188.6
FIPS_38013,ND,Burke County,5176.5,10738.2
FIPS_38015,ND,Burleigh County,6098,5629.1
FIPS_38017,ND,Cass County,6062.9,5212.2
FIPS_38019,ND,Cavalier County,5939.7,6178.8
FIPS_38021,ND,Dickey County,6813.3,3321.6
FIPS_38023,ND,Divide County,5890.1,7449.9
FIPS_38025,ND,Dunn County,8304,6012.7
FIPS_38027,ND,Eddy County,11923.1,12710.8
FIPS_38029,ND,Emmons County,8153,7439.7
FIPS_38031,ND,Foster County,8114.2,5859
FIPS_38033,ND,Golden Valley County,4185.6,7085.6
FIPS_38035,ND,Grand Forks County,6722.9,5640.8
FIPS_38037,ND,Grant County,11431,8631.5
FIPS_38039,ND,Griggs County,5893.5,4218.4
FIPS_38041,ND,Hettinger County,6875.4,6216.3
FIPS_38043,ND,Kidder County,4321,5505.8
FIPS_38045,ND,LaMoure County,8761.9,7880.9
FIPS_38049,ND,McHenry County,7714.1,9280.4
FIPS_38051,ND,McIntosh County,5511.6,3407.2
FIPS_38053,ND,McKenzie County,10127.8,11172.5
FIPS_38055,ND,McLean County,6747.1,5936.4
FIPS_38057,ND,Mercer County,5401.7,6445.1
FIPS_38059,ND,Morton County,7019.4,6711.5
FIPS_38061,ND,Mountrail County,16537.1,11668
