fips,state,county,prem_2020,prem_2016
FIPS_20133,KS,Neosho County,10004.4,8053.7
FIPS_20135,KS,Ness County,8336,9145.4
FIPS_20137,KS,Norton County,9586.1,7419.6
FIPS_20139,KS,Osage County,7425,8007.9
FIPS_20141,KS,Osborne County,8333.2,11560.1
FIPS_20143,KS,Ottawa County,8897,6765
FIPS_20145,KS,Pawnee County,8165.1,9817.3
FIPS_20147,KS,Phillips County,6615.8,9075.7
FIPS_20149,KS,Pottawatomie County,5020.7,6040.9
FIPS_20151,KS,Pratt County,9668.4,9077.4
FIPS_20153,KS,Rawlins County,6726,8417.4
FIPS_20155,KS,Reno County,7941,8204.2
FIPS_20157,KS,Republic County,10568,12104.2
FIPS_20159,KS,Rice County,6891.8,10226.7
FIPS_20161,KS,Riley County,5012.6,4461.7
FIPS_20163,KS,Rooks County,7493.7,8341.2
FIPS_20165,KS,Rush County,8780.2,7287.2
FIPS_20167,KS,Russell County,9658.9,4904.1
FIPS_20169,KS,Saline County,7918.2,6785.2
FIPS_20171,KS,Scott County,7052.3,4879.1
FIPS_20173,KS,Sedgwick County,8908.8,7608.9
FIPS_20175,KS,Seward County,7224.6,6884.3
FIPS_20177,KS,Shawnee County,9104.5,7676.5
FIPS_20179,KS,Sheridan County,8279.7,10695.2
FIPS_20181,KS,Sherman County,7221.9,8223.4
FIPS_20183,KS,Smith County,6827.5,9323.4
FIPS_20185,KS,Stafford County,9748.2,7380.6
FIPS_20187,KS,Stanton County,7980.1,0
FIPS_20189,KS,Stevens County,7282.9,6425.6
FIPS_20191,KS,Sumner County,10086.2,7713
FIPS_20193,KS,Thomas County,10683.4,6501.7
FIPS_20195,KS,Trego County,5797,8174.6
FIPS_20197,KS,Wabaunsee County,7462.9,4549.8
FIPS_20201,KS,Washington County,5308.8,7478.5
FIPS_20203,KS,Wichita County,12232.8,8244.9
FIPS_20205,KS,Wilson County,9826.5,11135.1
FIPS_20207,KS,Woodson County,7813.3,11276.2
FIPS_20209,KS,Wyandotte County,10611.8,9164.1
FIPS_21001,KY,Adair County,10423.5,8349.4
FIPS_21003,KY,Allen County,10247.6,10032
FIPS_21005,KY,Anderson County,9579.7,7311.9
FIPS_21007,KY,Ballard County,8180.6,10114.6
FIPS_21009,KY,Barren County,8953.3,8428.2
FIPS_21011,KY,Bath County,13512.4,11003.2
FIPS_21013,KY,Bell County,15155.2,13679.3
FIPS_21015,KY,Boone County,6763.2,6403.4
FIPS_21017,KY,Bourbon County,10974.1,8594.4
FIPS_21019,KY,Boyd County,11203,9912
FIPS_21021,KY,Boyle County,8139.8,7229.4
FIPS_21023,KY,Bracken County,11392.1,12916.1
FIPS_21025,KY,Breathitt County,18390.3,17031.6
FIPS_21027,KY,Breckinridge County,9518.6,10273.4
FIPS_21029,KY,Bullitt County,8298.8,7224.2
FIPS_21031,KY,Butler County,11649.3,9096.3
FIPS_21033,KY,Caldwell County,11022.1,9921.8
FIPS_21035,KY,Calloway County,7622.2,7244
FIPS_21037,KY,Campbell County,8205.2,7459.2
FIPS_21039,KY,Carlisle County,9820.9,8719.9
FIPS_21041,KY,Carroll County,13990,12776.9
FIPS_21043,KY,Carter County,12176.2,10245.1
FIPS_21045,KY,Casey County,11007.1,11440.3
FIPS_21047,KY,Christian County,11173.9,9209.2
FIPS_21049,KY,Clark County,11914.1,9832.2
FIPS_21051,KY,Clay County,14326.4,12043.6
FIPS_21053,KY,Clinton County,10085.4,11894.5
FIPS_21055,KY,Crittenden County,11745.7,9562.5
FIPS_21057,KY,Cumberland County,8568.1,10321.4
FIPS_21059,KY,Daviess County,8632.6,7477.8
FIPS_21061,KY,Edmonson County,9850.1,8504.3
FIPS_21063,KY,Elliott County,10447.7,7844.9
FIPS_21065,KY,Estill County,13441.7,12391.5
FIPS_21067,KY,Fayette County,7677.6,7145.6
FIPS_21069,KY,Fleming County,9863.1,11696.4
FIPS_21071,KY,Floyd County,14856.6,13683.9
FIPS_21073,KY,Franklin County,9571.4,8618.9
FIPS_21075,KY,Fulton County,17207.4,10924.9
FIPS_21077,KY,Gallatin County,11209.1,11613.1
FIPS_21079,KY,Garrard County,9271.3,7908.8
FIPS_21081,KY,Grant County,11830.6,9922.3
FIPS_21083,KY,Graves County,9134.1,8057
FIPS_21085,KY,Grayson County,10535.8,9977.6
FIPS_21087,KY,Green County,9742.7,9397.3
FIPS_21089,KY,Greenup County,11279.4,9401
FIPS_21091,KY,Hancock County,8250.6,8774.2
FIPS_21093,KY,Hardin County,9279.6,7407.4
FIPS_21095,KY,Harlan County,15633.3,14084.5
FIPS_21097,KY,Harrison County,10501.3,10378.8
FIPS_21099,KY,Hart County,9515.7,9543.5
FIPS_21101,KY,Henderson County,8990.8,8882
FIPS_21103,KY,Henry County,10162.3,8585.8
FIPS_21105,KY,Hickman County,10627.5,8416.8
FIPS_21107,KY,Hopkins County,9987.9,9668
FIPS_21109,KY,Jackson County,12786.6,10144.9
FIPS_21111,KY,Jefferson County,10470,8759.1
FIPS_21113,KY,Jessamine County,9014,8564
FIPS_21115,KY,Johnson County,12839.1,11146.5
FIPS_21117,KY,Kenton County,9092.5,9350.1
FIPS_21119,KY,Knott County,15910.9,13120.2
FIPS_21121,KY,Knox County,12955.8,12656.2
FIPS_21123,KY,Larue County,10153.3,8145.8
FIPS_21125,KY,Laurel County,10218.6,9476.7
FIPS_21127,KY,Lawrence County,11854.8,11149.2
FIPS_21129,KY,Lee County,15622.2,11412.1
FIPS_21131,KY,Leslie County,13800.6,15504.9
FIPS_21133,KY,Letcher County,14606.9,12109
FIPS_21135,KY,Lewis County,14435,9543.5
FIPS_21137,KY,Lincoln County,11982.8,10732.8
FIPS_21139,KY,Livingston County,9048.9,8948.5
FIPS_21141,KY,Logan County,10139.7,9392.9
FIPS_21143,KY,Lyon County,9972.6,9750.7
FIPS_21145,KY,McCracken County,9982.3,9880
FIPS_21147,KY,McCreary County,12257.5,12422.2
FIPS_21149,KY,McLean County,8681,8269.7
FIPS_21151,KY,Madison County,9619.4,8328.1
FIPS_21153,KY,Magoffin County,14977.8,10679.1
FIPS_21155,KY,Marion County,10641.9,8988
FIPS_21157,KY,Marshall County,9730.7,9491.7
FIPS_21159,KY,Martin County,11883.9,11983.9
FIPS_21161,KY,Mason County,10837.5,10224.6
FIPS_21163,KY,Meade County,8595.8,8470.3
FIPS_21165,KY,Menifee County,9901.7,9208.2
FIPS_21167,KY,Mercer County,8997.1,8673.1
FIPS_21169,KY,Metcalfe County,9776.7,10889.9
FIPS_21171,KY,Monroe County,11346.2,11554.2
FIPS_21173,KY,Montgomery County,9028,10197.7
FIPS_21175,KY,Morgan County,10872.7,9514.4
FIPS_21177,KY,Muhlenberg County,10215.2,10331.2
FIPS_21179,KY,Nelson County,9085.6,7313.6
FIPS_21181,KY,Nicholas County,11396.1,12883.8
FIPS_21183,KY,Ohio County,9271.3,9277.1
FIPS_21185,KY,Oldham County,5386.9,4918.4
FIPS_21187,KY,Owen County,10460.1,9206.2
FIPS_21189,KY,Owsley County,19820.9,17494.9
FIPS_21191,KY,Pendleton County,12967.9,10871.3
FIPS_21193,KY,Perry County,19736.6,15737.9
FIPS_21195,KY,Pike County,13182.7,12792.1
FIPS_21197,KY,Powell County,16069.6,13916.6
FIPS_21199,KY,Pulaski County,11174.3,10137.4
FIPS_21201,KY,Robertson County,12331,9588.4
FIPS_21203,KY,Rockcastle County,11397.6,10719.9
FIPS_21205,KY,Rowan County,8828.6,9895.9
FIPS_21207,KY,Russell County,12431.4,10794.3
FIPS_21209,KY,Scott County,7269.1,7561.8
FIPS_21211,KY,Shelby County,8052.3,6050.6
FIPS_21213,KY,Simpson County,10763.9,8480.1
FIPS_21215,KY,Spencer County,7823.2,6149.2
FIPS_21217,KY,Taylor County,9809.4,9212.2
FIPS_21219,KY,Todd County,10371.8,8986.7
FIPS_21221,KY,Trigg County,9937.7,9085
FIPS_21223,KY,Trimble County,9193.9,10534.5
FIPS_21225,KY,Union County,9088.4,10043
FIPS_21227,KY,Warren County,8125.8,7613
FIPS_21229,KY,Washington County,9112.1,6965.4
FIPS_21231,KY,Wayne County,10278.3,9547.1
FIPS_21233,KY,Webster County,10474.2,9951.5
FIPS_21235,KY,Whitley County,13783.1,13636
FIPS_21237,KY,Wolfe County,19818.4,14923.3
FIPS_21239,KY,Woodford County,8789.1,7594
FIPS_22001,LA,Acadia Parish,11120,10226.6
FIPS_22003,LA,Allen Parish,10835,9012.5
FIPS_22005,LA,Ascension Parish,7473.9,7034.5
FIPS_22007,LA,Assumption Parish,10589.6,9184.1
FIPS_22009,LA,Avoyelles Parish,12332.5,10713.5
FIPS_22011,LA,Beauregard Parish,9271.2,8903.1
FIPS_22013,LA,Bienville Parish,15415,11866.2
FIPS_22015,LA,Bossier Parish,8037,7651.3
FIPS_22017,LA,Caddo Parish,12084.7,10855.9
FIPS_22019,LA,Calcasieu Parish,10624.2,9930.5
FIPS_22021,LA,Caldwell Parish,11244.2,11895
FIPS_22023,LA,Cameron Parish,6074.6,6245.9
FIPS_22025,LA,Catahoula Parish,9630.4,14935.3
FIPS_22027,LA,Claiborne Parish,10399.6,9028.7
FIPS_22029,LA,Concordia Parish,13948.1,11527.2
FIPS_22031,LA,De Soto Parish,10224.3,8982.6
FIPS_22033,LA,East Baton Rouge Parish,10856.5,9789.6
FIPS_22035,LA,East Carroll Parish,12655.8,13321.1
FIPS_22037,LA,East Feliciana Parish,12075.2,10148.2
FIPS_22039,LA,Evangeline Parish,12473,10976.7
FIPS_22041,LA,Franklin Parish,11371.1,12031.6
FIPS_22043,LA,Grant Parish,8796.7,9024.8
FIPS_22045,LA,Iberia Parish,11396.3,9885.5
FIPS_22047,LA,Iberville Parish,10853.5,10929.1
FIPS_22049,LA,Jackson Parish,11251.5,10274.3
FIPS_22051,LA,Jefferson Parish,9147.3,8410.5
FIPS_22053,LA,Jefferson Davis Parish,11619.6,10451.9
FIPS_22055,LA,Lafayette Parish,7991,7005
FIPS_22057,LA,Lafourche Parish,8820.3,9098.1
FIPS_22059,LA,LaSalle Parish,9276.9,9058.2
FIPS_22061,LA,Lincoln Parish,9264.2,8360.6
FIPS_22063,LA,Livingston Parish,9057.5,9440.9
FIPS_22065,LA,Madison Parish,13284.9,12190.9
FIPS_22067,LA,Morehouse Parish,14519,12591.6
FIPS_22069,LA,Natchitoches Parish,11049.9,9978.7
FIPS_22071,LA,Orleans Parish,11015.3,10297.3
FIPS_22073,LA,Ouachita Parish,11422.1,9518.4
FIPS_22075,LA,Plaquemines Parish,9002.4,8245.1
FIPS_22077,LA,Pointe Coupee Parish,10402,11607.9
FIPS_22079,LA,Rapides Parish,12102.3,10554.3
FIPS_22081,LA,Red River Parish,12987.8,11824.1
FIPS_22083,LA,Richland Parish,11499.7,10393.6
FIPS_22085,LA,Sabine Parish,11429.9,12126.1
FIPS_22087,LA,St. Bernard Parish,11602.7,9937.9
FIPS_22089,LA,St. Charles Parish,8606.4,8151.8
FIPS_22091,LA,St. Helena Parish,13064.2,12660.8
FIPS_22093,LA,St. James Parish,10194.7,9827.3
FIPS_22095,LA,St. John the Baptist Parish,11189.7,9417.8
FIPS_22097,LA,St. Landry Parish,13770.9,12029.3
FIPS_22099,LA,St. Martin Parish,9617.3,9973.4
FIPS_22101,LA,St. Mary Parish,11356.8,10502.8
FIPS_22103,LA,St. Tammany Parish,7716.1,7239.6
FIPS_22105,LA,Tangipahoa Parish,10669.3,10131.1
FIPS_22107,LA,Tensas Parish,13990.5,10172.7
FIPS_22109,LA,Terrebonne Parish,10113.2,9541.3
FIPS_22111,LA,Union Parish,10568.7,10526.2
FIPS_22113,LA,Vermilion Parish,8479.2,8234
FIPS_22115,LA,Vernon Parish,9483.5,8833.9
FIPS_22117,LA,Washington Parish,15432.1,13164
FIPS_22119,LA,Webster Parish,12532.7,10486
FIPS_22121,LA,West Baton Rouge Parish,8813.6,9207.5
FIPS_22123,LA,West Carroll Parish,10649,10151.4
FIPS_22125,LA,West Feliciana Parish,9690,7460.7
FIPS_22127,LA,Winn Parish,10684.7,10691.9
FIPS_23001,ME,Androscoggin County,8132.9,7253.8
FIPS_23003,ME,Aroostook County,7454.4,7808.6
FIPS_23005,ME,Cumberland County,5665.2,5354.3
FIPS_23007,ME,Franklin County,7217.2,6341.6
FIPS_23009,ME,Hancock County,6877.3,6912.1
FIPS_23011,ME,Kennebec County,7819.6,7151.2
FIPS_23013,ME,Knox County,7039.2,6260.2
FIPS_23015,ME,Lincoln County,6413.6,6887.6
FIPS_23017,ME,Oxford County,8538.8,6345.2
FIPS_23019,ME,Penobscot County,8129.7,6931.3
FIPS_23021,ME,Piscataquis County,8182.9,8138.9
FIPS_23023,ME,Sagadahoc County,5823.2,5724
FIPS_23025,ME,Somerset County,8887.9,7889.5
FIPS_23027,ME,Waldo County,7097.3,6870.4
FIPS_23029,ME,Washington County,9881.6,9152.7
FIPS_23031,ME,York County,7082.5,6010.5
FIPS_24001,MD,Allegany County,9538,7875.4
FIPS_24003,MD,Anne Arundel County,6936.5,6148.8
FIPS_24005,MD,Baltimore County,8370.7,6671.6
FIPS_24009,MD,Calvert County,6530.9,5867
FIPS_24011,MD,Caroline County,9003.2,9459
FIPS_24013,MD,Carroll County,6604,5908.1
FIPS_24015,MD,Cecil County,10405.4,8340.4
FIPS_24017,MD,Charles County,7786.2,6388.5
FIPS_24019,MD,Dorchester County,10397.7,8024.6
FIPS_24021,MD,Frederick County,5885.2,5313.9
FIPS_24023,MD,Garrett County,7520.6,7270.4
FIPS_24025,MD,Harford County,7005.2,5806.3
FIPS_24027,MD,Howard County,4341.5,3751.1
FIPS_24029,MD,Kent County,7810.3,7007.3
FIPS_24031,MD,Montgomery County,4304.1,3707.8
FIPS_24033,MD,Prince George's County,7484.4,6671.4
FIPS_24035,MD,Queen Anne's County,6384.4,6668.7
FIPS_24037,MD,St. Mary's County,6953.9,6159.8
FIPS_24039,MD,Somerset County,8834.2,8934.5
FIPS_24041,MD,Talbot County,8255.8,6233.3
FIPS_24043,MD,Washington County,9490.2,8144.7
FIPS_24045,MD,Wicomico County,8923.6,7906.2
FIPS_24047,MD,Worcester County,6632.5,7194.2
FIPS_24510,MD,Baltimore city,14844.8,12469.8
FIPS_25001,MA,Barnstable County,7219.5,6875.1
FIPS_25003,MA,Berkshire County,8489.1,6890.1
FIPS_25005,MA,Bristol County,7361.8,6662
FIPS_25007,MA,Dukes County,5838.1,4493.8
FIPS_25009,MA,Essex County,5855.6,5535.5
FIPS_25011,MA,Franklin County,6607.4,6582.5
FIPS_25013,MA,Hampden County,8239.5,6683
FIPS_25015,MA,Hampshire County,5830.9,4793.4
FIPS_25017,MA,Middlesex County,4225.6,4270.9
FIPS_25019,MA,Nantucket County,4474.1,3437.5
FIPS_25021,MA,Norfolk County,4605.5,4713
FIPS_25023,MA,Plymouth County,6245.4,6073.8
FIPS_25025,MA,Suffolk County,5585.4,5577
FIPS_25027,MA,Worcester County,6474,5924.5
FIPS_26001,MI,Alcona County,8701.1,7551.2
FIPS_26003,MI,Alger County,5661.6,7632.2
FIPS_26005,MI,Allegan County,6913.2,6168.3
FIPS_26007,MI,Alpena County,7523.1,7615.3
FIPS_26009,MI,Antrim County,6067.6,6519.4
FIPS_26011,MI,Arenac County,7897.8,9767.1
FIPS_26013,MI,Baraga County,7968,8472.7
FIPS_26015,MI,Barry County,6091.8,5673.5
FIPS_26017,MI,Bay County,8521.5,7386.1
FIPS_26019,MI,Benzie County,7793.5,7634.6
FIPS_26021,MI,Berrien County,8035.7,8174
FIPS_26023,MI,Branch County,8386.3,7529.8
FIPS_26025,MI,Calhoun County,9531.4,8785.9
FIPS_26027,MI,Cass County,8520,7322.5
FIPS_26029,MI,Charlevoix County,7099.8,6167.7
FIPS_26031,MI,Cheboygan County,9403.4,6531
FIPS_26033,MI,Chippewa County,7074.5,6394.6
FIPS_26035,MI,Clare County,10737.9,9236.5
FIPS_26037,MI,Clinton County,4429.5,5030.1
FIPS_26039,MI,Crawford County,7805.2,8911
FIPS_26041,MI,Delta County,9171.8,6334.3
FIPS_26043,MI,Dickinson County,8213.5,5914.4
FIPS_26045,MI,Eaton County,6638.9,6613.4
FIPS_26047,MI,Emmet County,6207,5160.8
FIPS_26049,MI,Genesee County,10547.1,9609.6
FIPS_26051,MI,Gladwin County,10139.2,7889.2
FIPS_26053,MI,Gogebic County,8248.7,6393.2
FIPS_26055,MI,Grand Traverse County,5884.4,4860.8
FIPS_26057,MI,Gratiot County,7163,7069.8
FIPS_26059,MI,Hillsdale County,7989.1,6610.5
FIPS_26061,MI,Houghton County,6202.8,5787.3
FIPS_26063,MI,Huron County,7413.6,7392.6
FIPS_26065,MI,Ingham County,8017.8,7114
FIPS_26067,MI,Ionia County,6162.3,6532.9
FIPS_26069,MI,Iosco County,11193.8,10128.4
FIPS_26071,MI,Iron County,11378.9,5810.9
FIPS_26073,MI,Isabella County,7274.7,6015.9
FIPS_26075,MI,Jackson County,8566.9,7366.3
FIPS_26077,MI,Kalamazoo County,6809.2,6513.3
FIPS_26079,MI,Kalkaska County,8542.4,8457.1
FIPS_26081,MI,Kent County,6068.8,5650.5
FIPS_26083,MI,Keweenaw County,9115.8,6069.7
FIPS_26085,MI,Lake County,10139.6,8920.9
FIPS_26087,MI,Lapeer County,6928.8,6098.5
FIPS_26089,MI,Leelanau County,4930.1,5904.3
FIPS_26091,MI,Lenawee County,6948.8,7200.6
FIPS_26093,MI,Livingston County,4970.7,5627.9
FIPS_26095,MI,Luce County,8845.4,6982.7
FIPS_26097,MI,Mackinac County,7419.7,7467.1
FIPS_26099,MI,Macomb County,7701.4,7251.7
FIPS_26101,MI,Manistee County,9175.1,6887.5
FIPS_26103,MI,Marquette County,6751.6,6249.4
FIPS_26105,MI,Mason County,7932.6,7140.8
FIPS_26107,MI,Mecosta County,6889.2,7139.3
FIPS_26109,MI,Menominee County,7004.1,7294.6
FIPS_26111,MI,Midland County,5771.4,5442.2
FIPS_26113,MI,Missaukee County,6067.1,6879
FIPS_26115,MI,Monroe County,8216.8,7736
FIPS_26117,MI,Montcalm County,8401,6935.3
FIPS_26119,MI,Montmorency County,10538,8994.1
FIPS_26121,MI,Muskegon County,8872.1,8018.1
FIPS_26123,MI,Newaygo County,8028.4,7129.4
FIPS_26125,MI,Oakland County,5727.4,5728.9
FIPS_26127,MI,Oceana County,7747.6,7425.6
FIPS_26129,MI,Ogemaw County,10165.6,9484.3
FIPS_26131,MI,Ontonagon County,8681.6,9645.6
FIPS_26133,MI,Osceola County,7632.8,7133.7
FIPS_26135,MI,Oscoda County,9368.4,9041.9
FIPS_26137,MI,Otsego County,8680.4,8392.2
FIPS_26139,MI,Ottawa County,4510.5,4482.7
FIPS_26141,MI,Presque Isle County,8598.8,6850.2
FIPS_26143,MI,Roscommon County,10665.9,8900.4
FIPS_26145,MI,Saginaw County,9341.7,8069.4
FIPS_26147,MI,St. Clair County,8948.1,7502.8
FIPS_26149,MI,St. Joseph County,9196.6,7779.5
FIPS_26151,MI,Sanilac County,7312.8,7694.8
FIPS_26153,MI,Schoolcraft County,8089.8,4936.5
FIPS_26155,MI,Shiawassee County,7214.2,7111.4
FIPS_26157,MI,Tuscola County,8804.2,7135.8
FIPS_26159,MI,Van Buren County,7350.7,6991.2
FIPS_26161,MI,Washtenaw County,5265.5,5044.1
FIPS_26163,MI,Wayne County,11305.3,10048
FIPS_26165,MI,Wexford County,9250.1,8654.6
FIPS_27001,MN,Aitkin County,7624.6,7089.4
FIPS_27003,MN,Anoka County,5460,4731.2
FIPS_27005,MN,Becker County,7565.7,6874.1
FIPS_27007,MN,Beltrami County,10588.5,8873.6
FIPS_27009,MN,Benton County,5859.6,5464.4
FIPS_27011,MN,Big Stone County,4681.9,5782.9
FIPS_27013,MN,Blue Earth County,5499.7,4729.5
FIPS_27015,MN,Brown County,5915.6,5046.8
FIPS_27017,MN,Carlton County,6077.4,7078.4
FIPS_27019,MN,Carver County,3508.6,3470
FIPS_27021,MN,Cass County,10379.2,8682.1
FIPS_27023,MN,Chippewa County,6992.8,6856.2
FIPS_27025,MN,Chisago County,4783.9,4992.3
FIPS_27027,MN,Clay County,5611.5,5888.8
FIPS_27029,MN,Clearwater County,8455.2,8716.7
FIPS_27031,MN,Cook County,5047.2,8055.9
FIPS_27033,MN,Cottonwood County,6258.6,6991.4
FIPS_27035,MN,Crow Wing County,6410.1,6150.9
FIPS_27037,MN,Dakota County,4540.4,4218.9
FIPS_27039,MN,Dodge County,5653.5,4096.1
FIPS_27041,MN,Douglas County,5645.5,5669.3
FIPS_27043,MN,Faribault County,7959.6,6467.2
FIPS_27045,MN,Fillmore County,5789.7,4401.2
FIPS_27047,MN,Freeborn County,5568,4651
FIPS_27049,MN,Goodhue County,6556.4,5171.8
FIPS_27051,MN,Grant County,7417,5780.6
FIPS_27053,MN,Hennepin County,5540.7,5017
FIPS_27055,MN,Houston County,4480.2,4127
FIPS_27057,MN,Hubbard County,6944.1,6227.1
FIPS_27059,MN,Isanti County,6310.7,5594.2
FIPS_27061,MN,Itasca County,7696.6,7836.2
FIPS_27063,MN,Jackson County,4817.5,5237.9
FIPS_27065,MN,Kanabec County,6691.5,5053.1
FIPS_27067,MN,Kandiyohi County,5495.5,4866.9
FIPS_27069,MN,Kittson County,7738.5,5967.6
FIPS_27071,MN,Koochiching County,7454.1,6368.6
FIPS_27073,MN,Lac qui Parle County,5605.6,4136.5
FIPS_27075,MN,Lake County,5279.6,7044
FIPS_27077,MN,Lake of the Woods County,6865.6,6942.9
FIPS_27079,MN,Le Sueur County,5123.9,5435.3
FIPS_27081,MN,Lincoln County,7330.9,7199.7
FIPS_27083,MN,Lyon County,5554.8,4980
FIPS_27085,MN,McLeod County,4797.2,5616.5
FIPS_27087,MN,Mahnomen County,16679.2,12862.5
FIPS_27089,MN,Marshall County,6572.1,4044.1
FIPS_27091,MN,Martin County,5379.8,5804.4
FIPS_27093,MN,Meeker County,4688.5,5006.4
FIPS_27095,MN,Mille Lacs County,9790.9,7888.7
FIPS_27097,MN,Morrison County,6751.2,5141.7
FIPS_27099,MN,Mower County,6304.1,5209.1
FIPS_27101,MN,Murray County,5034.7,6103.3
FIPS_27103,MN,Nicollet County,4367.1,3730.8
FIPS_27105,MN,Nobles County,6807.7,4685.7
FIPS_27107,MN,Norman County,7051.7,7061.3
FIPS_27109,MN,Olmsted County,4895.5,4305.9
FIPS_27111,MN,Otter Tail County,6290.6,6047.7
FIPS_27113,MN,Pennington County,6298.8,6525.4
FIPS_27115,MN,Pine County,7219,6591.6
FIPS_27117,MN,Pipestone County,5784,6833.3
FIPS_27119,MN,Polk County,6250.8,7276.6
FIPS_27121,MN,Pope County,6821.1,6108.8
FIPS_27123,MN,Ramsey County,6246.5,5778.4
FIPS_27125,MN,Red Lake County,7865.9,5392.6
FIPS_27127,MN,Redwood County,5599.8,8650.7
FIPS_27129,MN,Renville County,6272.1,6107.6
FIPS_27131,MN,Rice County,5120.9,4352.6
FIPS_27133,MN,Rock County,7626,5721.2
FIPS_27135,MN,Roseau County,7574.5,6648.4
FIPS_27137,MN,St. Louis County,7265.6,6606.2
FIPS_27139,MN,Scott County,3893.1,3532.1
FIPS_27141,MN,Sherburne County,4989.7,4900.3
FIPS_27143,MN,Sibley County,5611,5388.4
FIPS_27145,MN,Stearns County,5673.8,4656.9
FIPS_27147,MN,Steele County,5004.7,4943.2
FIPS_27149,MN,Stevens County,5253.4,3129.3
FIPS_27151,MN,Swift County,8093.3,4360.5
FIPS_27153,MN,Todd County,6648.2,5473.4
FIPS_27155,MN,Traverse County,7983.5,6008.1
FIPS_27157,MN,Wabasha County,5232.3,4455
FIPS_27159,MN,Wadena County,7374.6,8446.5
FIPS_27161,MN,Waseca County,4893.5,4020.8
FIPS_27163,MN,Washington County,4526.1,4070
FIPS_27165,MN,Watonwan County,7089.6,5998.3
FIPS_27167,MN,Wilkin County,7042.3,6386.5
FIPS_27169,MN,Winona County,4960.1,5504.8
FIPS_27171,MN,Wright County,4374.6,4312.8
FIPS_27173,MN,Yellow Medicine County,4806.2,5807
FIPS_28001,MS,Adams County,12891.4,11437.1
FIPS_28003,MS,Alcorn County,11688.9,10868.7
FIPS_28005,MS,Amite County,10787.8,10432.5
FIPS_28007,MS,Attala County,10712.6,11453.4
FIPS_28009,MS,Benton County,11959,12079.5
FIPS_28011,MS,Bolivar County,15459.2,13472.8
FIPS_28013,MS,Calhoun County,13104.1,12162.5
FIPS_28015,MS,Carroll County,13252.7,9345.7
FIPS_28017,MS,Chickasaw County,13034.8,9828.1
FIPS_28019,MS,Choctaw County,12378,10237.1
FIPS_28021,MS,Claiborne County,15083.3,13624.6
FIPS_28023,MS,Clarke County,12322.9,12405.3
FIPS_28025,MS,Clay County,9298.7,12527.1
FIPS_28027,MS,Coahoma County,17894,15169.2
FIPS_28029,MS,Copiah County,12073.4,12247.5
FIPS_28031,MS,Covington County,14298.8,10999.9
FIPS_28033,MS,DeSoto County,8586.7,7119.7
FIPS_28035,MS,Forrest County,12348.7,10694.5
FIPS_28037,MS,Franklin County,9878.1,11702.6
FIPS_28039,MS,George County,11123.4,12404.2
FIPS_28041,MS,Greene County,8154.6,10125.2
FIPS_28043,MS,Grenada County,16839.6,12814.2
FIPS_28045,MS,Hancock County,9095.6,8801.8
FIPS_28047,MS,Harrison County,10194.1,9769.4
FIPS_28049,MS,Hinds County,12588.4,10389.4
FIPS_28051,MS,Holmes County,17870.9,15614.2
FIPS_28053,MS,Humphreys County,16312.1,12839
FIPS_28055,MS,Issaquena County,8681,14558.5
FIPS_28057,MS,Itawamba County,9446.2,9702.9
FIPS_28059,MS,Jackson County,10503.2,9193.5
FIPS_28061,MS,Jasper County,13755.5,11648.7
FIPS_28063,MS,Jefferson County,15152.5,13132.4
FIPS_28065,MS,Jefferson Davis County,17055.8,14233.3
FIPS_28067,MS,Jones County,11519.9,10336.3
FIPS_28069,MS,Kemper County,10927.6,10520.3
FIPS_28071,MS,Lafayette County,7227.1,7171
FIPS_28073,MS,Lamar County,7273.6,7706.4
FIPS_28075,MS,Lauderdale County,12345.2,10795.5
FIPS_28077,MS,Lawrence County,12634.8,13021.3
FIPS_28079,MS,Leake County,10941.5,12385.9
FIPS_28081,MS,Lee County,10547.4,9428
FIPS_28083,MS,Leflore County,17604.9,12502.9
FIPS_28085,MS,Lincoln County,11418.3,12018.9
FIPS_28087,MS,Lowndes County,12044.3,10085
FIPS_28089,MS,Madison County,7383.5,7498
FIPS_28091,MS,Marion County,12417,14817.5
FIPS_28093,MS,Marshall County,14341.3,12438.9
FIPS_28095,MS,Monroe County,11975.6,9368.2
FIPS_28097,MS,Montgomery County,16415.7,14334.8
FIPS_28099,MS,Neshoba County,17989.3,14903.1
FIPS_28101,MS,Newton County,12641.1,14255.7
FIPS_28103,MS,Noxubee County,12835.6,10454.7
FIPS_28105,MS,Oktibbeha County,9463.1,7206.5
FIPS_28107,MS,Panola County,11698.6,12799.8
FIPS_28109,MS,Pearl River County,12071.4,10684.2
FIPS_28111,MS,Perry County,11751.8,12057.8
FIPS_28113,MS,Pike County,13306.8,12946.8
FIPS_28115,MS,Pontotoc County,9760.2,7817.1
FIPS_28117,MS,Prentiss County,12377.8,10509.5
FIPS_28119,MS,Quitman County,15952.7,14244.9
FIPS_28121,MS,Rankin County,7771.6,6993.5
FIPS_28123,MS,Scott County,12436.9,12223.7
FIPS_28125,MS,Sharkey County,16042.8,14176.8
FIPS_28127,MS,Simpson County,11866.6,10387.7
FIPS_28129,MS,Smith County,11983.3,7918.1
FIPS_28131,MS,Stone County,10302.1,9913.5
FIPS_28133,MS,Sunflower County,17116.1,12927.4
FIPS_28135,MS,Tallahatchie County,13031.9,12497.7
FIPS_28137,MS,Tate County,12069,9368.4
