state,county,metro,life_exp,covid_mort,year,fipscode
AL,Autauga County,non-metro,76.59,82,2022,1001
AL,Baldwin County,non-metro,77.72,50,2022,1003
AL,Barbour County,non-metro,72.87,110.3,2022,1005
AL,Bibb County,non-metro,73.61,147.5,2022,1007
AL,Blount County,non-metro,74.17,117.5,2022,1009
AL,Bullock County,non-metro,73.81,159.5,2022,1011
AL,Butler County,non-metro,73.47,170.8,2022,1013
AL,Calhoun County,non-metro,72.83,118.9,2022,1015
AL,Chambers County,non-metro,73.76,147.4,2022,1017
AL,Cherokee County,non-metro,74.01,76.7,2022,1019
AL,Chilton County,non-metro,74.39,138.3,2022,1021
AL,Choctaw County,non-metro,74.21,134.3,2022,1023
AL,Clarke County,non-metro,71.74,126.5,2022,1025
AL,Clay County,non-metro,72.9,203.3,2022,1027
AL,Cleburne County,non-metro,74.35,106.9,2022,1029
AL,Coffee County,non-metro,75.27,102.8,2022,1031
AL,Colbert County,non-metro,73.88,101.7,2022,1033
AL,Conecuh County,non-metro,71.19,130.1,2022,1035
AL,Coosa County,non-metro,73.93,122.8,2022,1037
AL,Covington County,non-metro,72.92,150.6,2022,1039
AL,Crenshaw County,non-metro,72.59,146.9,2022,1041
AL,Cullman County,non-metro,73.91,104,2022,1043
AL,Dale County,non-metro,74.91,135.6,2022,1045
AL,Dallas County,non-metro,71.09,202.3,2022,1047
AL,DeKalb County,non-metro,73.84,137.3,2022,1049
AL,Elmore County,non-metro,75.29,94.9,2022,1051
AL,Escambia County,non-metro,72.21,117.4,2022,1053
AL,Etowah County,non-metro,72.54,158.7,2022,1055
AL,Fayette County,non-metro,73.06,166.1,2022,1057
AL,Franklin County,non-metro,73.68,119.9,2022,1059
AL,Geneva County,non-metro,72.63,132.6,2022,1061
AL,Greene County,non-metro,72.86,151.1,2022,1063
AL,Hale County,non-metro,72.55,193.6,2022,1065
AL,Henry County,non-metro,75.54,90.4,2022,1067
AL,Houston County,non-metro,75.65,120.7,2022,1069
AL,Jackson County,non-metro,73.27,90,2022,1071
AL,Jefferson County,metro,74.06,93.1,2022,1073
AL,Lamar County,non-metro,75.26,193.9,2022,1075
AL,Lauderdale County,non-metro,75.95,92.5,2022,1077
AL,Lawrence County,non-metro,72.86,128.8,2022,1079
AL,Lee County,non-metro,77.72,85.9,2022,1081
AL,Limestone County,non-metro,77.1,78.3,2022,1083
AL,Lowndes County,non-metro,70.3,291.7,2022,1085
AL,Macon County,non-metro,71.28,145,2022,1087
AL,Madison County,metro,77.35,48.3,2022,1089
AL,Marengo County,non-metro,71.03,130.3,2022,1091
AL,Marion County,non-metro,73.08,124.8,2022,1093
AL,Marshall County,non-metro,73.89,119.8,2022,1095
AL,Mobile County,metro,74.44,93.1,2022,1097
AL,Monroe County,non-metro,73.29,96.6,2022,1099
AL,Montgomery County,metro,75.25,128.6,2022,1101
AL,Morgan County,non-metro,74.2,108.2,2022,1103
AL,Perry County,non-metro,70.79,177.1,2022,1105
AL,Pickens County,non-metro,73.91,125.9,2022,1107
AL,Pike County,non-metro,73.93,112.1,2022,1109
AL,Randolph County,non-metro,73.92,153,2022,1111
AL,Russell County,non-metro,73.38,108.9,2022,1113
AL,St. Clair County,non-metro,74.74,120.1,2022,1115
AL,Shelby County,metro,80.26,57.1,2022,1117
AL,Sumter County,non-metro,71.91,164.3,2022,1119
AL,Talladega County,non-metro,72.93,121.2,2022,1121
AL,Tallapoosa County,non-metro,73.93,119.4,2022,1123
AL,Tuscaloosa County,non-metro,75.83,117.2,2022,1125
AL,Walker County,non-metro,69.63,184.1,2022,1127
AL,Washington County,non-metro,75.29,110.9,2022,1129
AL,Wilcox County,non-metro,69.85,153.5,2022,1131
AL,Winston County,non-metro,74.82,94.3,2022,1133
AK,Anchorage Borough,metro,78.68,44.9,2022,2020
AK,Bethel Census Area,non-metro,70.71,196.5,2022,2050
AK,Fairbanks North Star Borough,non-metro,80.21,31.5,2022,2090
AK,Kenai Peninsula Borough,non-metro,79.23,28.7,2022,2122
AK,Matanuska-Susitna Borough,non-metro,78.99,36.5,2022,2170
AZ,Apache County,non-metro,70.13,367.9,2022,4001
AZ,Cochise County,non-metro,78.25,82.9,2022,4003
AZ,Coconino County,non-metro,77.97,148.2,2022,4005
AZ,Gila County,non-metro,72.68,129.1,2022,4007
AZ,Graham County,non-metro,76.97,123.7,2022,4009
AZ,La Paz County,non-metro,77.7,51.6,2022,4012
AZ,Maricopa County,metro,79.64,81.8,2022,4013
AZ,Mohave County,metro,75.47,70,2022,4015
AZ,Navajo County,non-metro,71.4,266.7,2022,4017
AZ,Pima County,metro,78.47,76.9,2022,4019
AZ,Pinal County,metro,81.8,58.8,2022,4021
AZ,Santa Cruz County,non-metro,81.19,160.4,2022,4023
AZ,Yavapai County,non-metro,78.39,49.3,2022,4025
AZ,Yuma County,metro,80.48,190.3,2022,4027
AR,Arkansas County,non-metro,72.95,85.7,2022,5001
AR,Ashley County,non-metro,73.81,68.2,2022,5003
AR,Baxter County,non-metro,76.06,82.3,2022,5005
AR,Benton County,non-metro,79.47,93.9,2022,5007
AR,Boone County,non-metro,76.13,101.2,2022,5009
AR,Bradley County,non-metro,72.15,174.6,2022,5011
AR,Carroll County,non-metro,76.11,80.8,2022,5015
AR,Chicot County,non-metro,72.21,152.7,2022,5017
AR,Clark County,non-metro,75.32,68.8,2022,5019
AR,Clay County,non-metro,73.03,114.1,2022,5021
AR,Cleburne County,non-metro,75.19,72,2022,5023
AR,Cleveland County,non-metro,75.05,160.1,2022,5025
AR,Columbia County,non-metro,73.93,95.2,2022,5027
AR,Conway County,non-metro,75.33,34.3,2022,5029
AR,Craighead County,non-metro,76.1,83.9,2022,5031
AR,Crawford County,non-metro,76.35,68.8,2022,5033
AR,Crittenden County,metro,72.17,124.7,2022,5035
AR,Cross County,non-metro,72.09,125.7,2022,5037
AR,Dallas County,non-metro,73.85,101.2,2022,5039
AR,Desha County,non-metro,72.15,86.4,2022,5041
AR,Drew County,non-metro,74.04,96.7,2022,5043
AR,Faulkner County,non-metro,76.31,57.1,2022,5045
AR,Franklin County,non-metro,74,82.5,2022,5047
AR,Fulton County,non-metro,75.32,155.4,2022,5049
AR,Garland County,non-metro,74.32,81.5,2022,5051
AR,Grant County,non-metro,76.16,53.7,2022,5053
AR,Greene County,non-metro,75.07,99.2,2022,5055
AR,Hempstead County,non-metro,75.58,65.5,2022,5057
AR,Hot Spring County,non-metro,73.97,100,2022,5059
AR,Howard County,non-metro,73.49,99.6,2022,5061
AR,Independence County,non-metro,75.87,138.5,2022,5063
AR,Izard County,non-metro,74.5,35.4,2022,5065
AR,Jackson County,non-metro,72.53,100.5,2022,5067
AR,Jefferson County,non-metro,72.42,155.7,2022,5069
AR,Johnson County,non-metro,75.49,60.8,2022,5071
AR,Lawrence County,non-metro,73.02,135.6,2022,5075
AR,Lee County,non-metro,71.62,128.6,2022,5077
AR,Lincoln County,non-metro,73.89,167.2,2022,5079
AR,Little River County,non-metro,73.13,146.8,2022,5081
AR,Logan County,non-metro,73.87,38.2,2022,5083
AR,Lonoke County,non-metro,75.19,95.5,2022,5085
AR,Madison County,non-metro,76.3,44.5,2022,5087
AR,Marion County,non-metro,74.7,73.7,2022,5089
AR,Miller County,non-metro,73.63,112.8,2022,5091
AR,Mississippi County,non-metro,69.71,184,2022,5093
AR,Monroe County,non-metro,69.69,101.3,2022,5095
AR,Montgomery County,non-metro,75.11,110,2022,5097
AR,Nevada County,non-metro,74.94,185.6,2022,5099
AR,Newton County,non-metro,75.2,120.3,2022,5101
AR,Ouachita County,non-metro,72.69,114.2,2022,5103
AR,Phillips County,non-metro,69.5,172.1,2022,5107
AR,Pike County,non-metro,75.16,110.1,2022,5109
AR,Poinsett County,non-metro,70.63,153.8,2022,5111
AR,Polk County,non-metro,74.53,160.7,2022,5113
AR,Pope County,non-metro,76.59,71.4,2022,5115
AR,Prairie County,non-metro,74.27,104.2,2022,5117
AR,Pulaski County,metro,75.56,72.7,2022,5119
AR,Randolph County,non-metro,73.96,166.4,2022,5121
AR,St. Francis County,non-metro,74.25,107,2022,5123
AR,Saline County,non-metro,77.35,60.9,2022,5125
AR,Scott County,non-metro,73.21,85,2022,5127
AR,Searcy County,non-metro,75.03,94,2022,5129
AR,Sebastian County,metro,75.56,72.1,2022,5131
AR,Sevier County,non-metro,75.7,142.5,2022,5133
AR,Sharp County,non-metro,75.52,83.7,2022,5135
AR,Stone County,non-metro,76.64,69.4,2022,5137
AR,Union County,non-metro,71.71,133.6,2022,5139
AR,Van Buren County,non-metro,76.96,38.4,2022,5141
AR,Washington County,non-metro,77.98,95.3,2022,5143
AR,White County,non-metro,75.16,56.5,2022,5145
AR,Yell County,non-metro,75.23,124.1,2022,5149
CA,Alameda County,metro,82.76,33.3,2022,6001
CA,Amador County,non-metro,79.75,24.4,2022,6005
CA,Butte County,metro,77.61,45.6,2022,6007
CA,Calaveras County,non-metro,79.46,20.8,2022,6009
CA,Colusa County,non-metro,79.61,59.5,2022,6011
CA,Contra Costa County,metro,82.22,28.9,2022,6013
CA,El Dorado County,non-metro,81.91,24.6,2022,6017
CA,Fresno County,metro,78.01,95.8,2022,6019
CA,Glenn County,non-metro,77.29,70,2022,6021
CA,Humboldt County,non-metro,77.2,13.7,2022,6023
CA,Imperial County,metro,79.01,278.3,2022,6025
CA,Inyo County,non-metro,78.66,94.1,2022,6027
CA,Kern County,metro,76.53,85.2,2022,6029
CA,Kings County,metro,79.19,86.5,2022,6031
CA,Lake County,non-metro,74.83,39,2022,6033
CA,Lassen County,non-metro,78.32,49.2,2022,6035
CA,Los Angeles County,metro,81.32,98.3,2022,6037
CA,Madera County,non-metro,79.08,102.8,2022,6039
CA,Marin County,metro,85.25,24.6,2022,6041
CA,Mendocino County,non-metro,78.52,28.1,2022,6045
CA,Merced County,metro,78.23,103,2022,6047
CA,Monterey County,metro,82.17,53.8,2022,6053
CA,Napa County,metro,82.07,18.2,2022,6055
CA,Nevada County,non-metro,80.82,32.3,2022,6057
CA,Orange County,metro,82.75,63.3,2022,6059
CA,Placer County,metro,82.31,25.3,2022,6061
CA,Riverside County,metro,80,93.4,2022,6065
CA,Sacramento County,metro,79.21,54.5,2022,6067
CA,San Benito County,metro,81.93,48.9,2022,6069
CA,San Bernardino County,metro,77.58,132.3,2022,6071
CA,San Diego County,metro,81.79,45.9,2022,6073
CA,San Francisco County,metro,83.7,18.6,2022,6075
CA,San Joaquin County,metro,77.71,99.9,2022,6077
CA,San Luis Obispo County,metro,81.8,27.4,2022,6079
CA,San Mateo County,metro,84.92,23.8,2022,6081
CA,Santa Barbara County,metro,81.75,32.3,2022,6083
CA,Santa Clara County,metro,84.66,38.7,2022,6085
CA,Santa Cruz County,metro,82.66,36.9,2022,6087
CA,Shasta County,non-metro,75.79,39.2,2022,6089
CA,Siskiyou County,non-metro,75.88,16.7,2022,6093
CA,Solano County,metro,80.02,31.8,2022,6095
CA,Sonoma County,metro,81.95,27.1,2022,6097
CA,Stanislaus County,metro,77.32,111.7,2022,6099
CA,Sutter County,metro,78.36,52.2,2022,6101
CA,Tehama County,non-metro,76.23,45.8,2022,6103
CA,Tulare County,metro,77.76,106.4,2022,6107
CA,Tuolumne County,non-metro,78.25,32.1,2022,6109
CA,Ventura County,metro,82.27,35.2,2022,6111
CA,Yolo County,metro,81.45,48.9,2022,6113
CA,Yuba County,non-metro,76.28,40.7,2022,6115
CO,Adams County,metro,78.63,104.5,2022,8001
CO,Alamosa County,non-metro,75.14,125.7,2022,8003
CO,Arapahoe County,metro,80.62,75.3,2022,8005
CO,Boulder County,metro,82.61,41.4,2022,8013
CO,Broomfield County,metro,81.8,76,2022,8014
CO,Chaffee County,non-metro,81.88,45.6,2022,8015
CO,Delta County,non-metro,77.08,41.9,2022,8029
CO,Denver County,metro,78.85,96,2022,8031
CO,Douglas County,metro,83.43,54.3,2022,8035
CO,Eagle County,metro,91.36,30.5,2022,8037
CO,Elbert County,non-metro,82.42,42.6,2022,8039
CO,El Paso County,metro,78.1,75,2022,8041
CO,Fremont County,non-metro,76.86,33.7,2022,8043
CO,Garfield County,metro,80.58,63.1,2022,8045
CO,Huerfano County,non-metro,75.74,62.6,2022,8055
CO,Jefferson County,metro,80.33,67,2022,8059
CO,La Plata County,non-metro,82.05,35.1,2022,8067
CO,Larimer County,metro,81.69,27.2,2022,8069
CO,Logan County,non-metro,77.66,166.9,2022,8075
CO,Mesa County,metro,78.26,47.2,2022,8077
CO,Moffat County,non-metro,76.91,143.5,2022,8081
CO,Montezuma County,non-metro,76.96,39.3,2022,8083
CO,Montrose County,non-metro,80.62,33.9,2022,8085
CO,Morgan County,non-metro,77.02,198.6,2022,8087
CO,Otero County,non-metro,72.11,130.8,2022,8089
CO,Prowers County,non-metro,76.22,104.8,2022,8099
CO,Pueblo County,metro,75.12,109.2,2022,8101
CO,Routt County,non-metro,84.14,93.7,2022,8107
CO,Washington County,non-metro,76.72,173.7,2022,8121
CO,Weld County,metro,80.34,88.8,2022,8123
CO,Yuma County,non-metro,79.72,80.4,2022,8125
CT,Fairfield County,metro,82.06,125,2022,9001
CT,Hartford County,metro,79.43,135,2022,9003
CT,Litchfield County,non-metro,79.19,82,2022,9005
CT,Middlesex County,metro,80.81,76.2,2022,9007
CT,New Haven County,metro,79.19,120.8,2022,9009
CT,New London County,non-metro,79.45,69.8,2022,9011
CT,Tolland County,non-metro,81.32,58.7,2022,9013
CT,Windham County,non-metro,78,51.8,2022,9015
DE,Kent County,non-metro,77.11,82.7,2022,10001
DE,New Castle County,metro,77.94,71.3,2022,10003
DE,Sussex County,non-metro,78.41,75.7,2022,10005
DC,District of Columbia,metro,78.04,117,2022,11001
FL,Alachua County,metro,78.6,45.3,2022,12001
FL,Baker County,non-metro,75.49,114.2,2022,12003
FL,Bay County,metro,76.07,76.2,2022,12005
FL,Bradford County,non-metro,75.49,52.7,2022,12007
FL,Brevard County,metro,77.45,42.8,2022,12009
FL,Broward County,metro,80.94,66,2022,12011
FL,Calhoun County,non-metro,75.42,99.3,2022,12013
FL,Charlotte County,metro,80.84,44.4,2022,12015
FL,Citrus County,non-metro,74.52,51.7,2022,12017
FL,Clay County,metro,77.47,57.5,2022,12019
FL,Collier County,metro,86.11,35.2,2022,12021
FL,Columbia County,non-metro,74.98,94,2022,12023
FL,DeSoto County,non-metro,79.97,88.7,2022,12027
FL,Dixie County,non-metro,75.18,47.2,2022,12029
FL,Duval County,metro,75.54,67.6,2022,12031
FL,Escambia County,metro,74.49,80.7,2022,12033
FL,Flagler County,metro,79.14,20.6,2022,12035
FL,Gadsden County,non-metro,75.53,87.1,2022,12039
FL,Gilchrist County,non-metro,77.12,40.1,2022,12041
FL,Glades County,non-metro,84.11,60.7,2022,12043
FL,Gulf County,non-metro,74.95,81.1,2022,12045
FL,Hamilton County,non-metro,75.43,95.5,2022,12047
FL,Hardee County,non-metro,79.1,64.3,2022,12049
FL,Hendry County,non-metro,77.75,109.3,2022,12051
FL,Hernando County,metro,76.74,50.3,2022,12053
FL,Highlands County,metro,77.79,72.1,2022,12055
FL,Hillsborough County,metro,79.09,57.1,2022,12057
FL,Holmes County,non-metro,72.48,99.8,2022,12059
FL,Indian River County,metro,80.68,40.7,2022,12061
FL,Jackson County,non-metro,73.04,141.9,2022,12063
FL,Jefferson County,non-metro,76.74,51.8,2022,12065
FL,Lafayette County,non-metro,76.49,139.8,2022,12067
FL,Lake County,metro,78.61,41.7,2022,12069
FL,Lee County,metro,82.36,37.5,2022,12071
FL,Leon County,metro,78.74,51.9,2022,12073
FL,Levy County,non-metro,75.39,41.5,2022,12075
FL,Liberty County,non-metro,75.65,147.1,2022,12077
FL,Madison County,non-metro,74.03,137.7,2022,12079
FL,Manatee County,metro,81.28,49.8,2022,12081
FL,Marion County,non-metro,75.63,59.7,2022,12083
FL,Martin County,metro,81.77,40.8,2022,12085
FL,Miami-Dade County,metro,81.56,100.1,2022,12086
FL,Monroe County,metro,81.47,34.4,2022,12087
FL,Nassau County,non-metro,77.63,47.9,2022,12089
FL,Okaloosa County,metro,77.43,78.9,2022,12091
FL,Okeechobee County,non-metro,75.91,85.7,2022,12093
FL,Orange County,metro,80.16,55.1,2022,12095
FL,Osceola County,metro,79.29,70.5,2022,12097
FL,Palm Beach County,metro,82.19,55.1,2022,12099
FL,Pasco County,metro,77.38,36.8,2022,12101
FL,Pinellas County,metro,78.83,38.4,2022,12103
FL,Polk County,metro,78.09,65.9,2022,12105
FL,Putnam County,non-metro,73.11,59.8,2022,12107
FL,St. Johns County,metro,81.85,25.3,2022,12109
FL,St. Lucie County,metro,80.04,59.8,2022,12111
FL,Santa Rosa County,metro,77.33,58.2,2022,12113
FL,Sarasota County,metro,81.46,32.2,2022,12115
FL,Seminole County,metro,80.49,41.9,2022,12117
FL,Sumter County,non-metro,80.22,25.6,2022,12119
FL,Suwannee County,non-metro,75.63,97.2,2022,12121
FL,Taylor County,non-metro,74.3,98.1,2022,12123
FL,Union County,non-metro,67.24,299.4,2022,12125
FL,Volusia County,metro,76.56,40.7,2022,12127
FL,Wakulla County,non-metro,76.12,76,2022,12129
FL,Walton County,non-metro,78.42,46.5,2022,12131
FL,Washington County,non-metro,72.78,63.3,2022,12133
GA,Appling County,non-metro,73.87,210.1,2022,13001
GA,Atkinson County,non-metro,73.08,118,2022,13003
GA,Bacon County,non-metro,72.46,199.9,2022,13005
GA,Baldwin County,non-metro,74.44,77.6,2022,13009
GA,Banks County,non-metro,76.09,68.7,2022,13011
GA,Barrow County,non-metro,76.6,70.8,2022,13013
GA,Bartow County,non-metro,75.44,101.3,2022,13015
GA,Ben Hill County,non-metro,70.95,225.2,2022,13017
GA,Berrien County,non-metro,73.92,122.8,2022,13019
GA,Bibb County,metro,73.04,108,2022,13021
GA,Bleckley County,non-metro,76.44,164.5,2022,13023
GA,Brantley County,non-metro,73.94,117.4,2022,13025
GA,Brooks County,non-metro,73.8,135.4,2022,13027
GA,Bryan County,non-metro,75.58,50.1,2022,13029
GA,Bulloch County,non-metro,77.15,73.8,2022,13031
GA,Burke County,non-metro,73.01,93.3,2022,13033
GA,Butts County,non-metro,73.94,137.3,2022,13035
GA,Camden County,non-metro,78.11,40.3,2022,13039
GA,Candler County,non-metro,72.41,254.1,2022,13043
GA,Carroll County,non-metro,74.89,101.6,2022,13045
GA,Catoosa County,non-metro,77.81,66.1,2022,13047
GA,Charlton County,non-metro,75.44,100,2022,13049
GA,Chatham County,metro,77.57,56.3,2022,13051
GA,Chattooga County,non-metro,72.23,99.8,2022,13055
GA,Cherokee County,metro,80.22,43,2022,13057
GA,Clarke County,metro,79.07,45.4,2022,13059
GA,Clayton County,metro,76.02,89.5,2022,13063
GA,Clinch County,non-metro,71.55,153,2022,13065
GA,Cobb County,metro,80.26,61.8,2022,13067
GA,Coffee County,non-metro,73.48,205.2,2022,13069
GA,Colquitt County,non-metro,73.35,103.3,2022,13071
GA,Columbia County,metro,80.06,64.3,2022,13073
GA,Cook County,non-metro,74.1,145.4,2022,13075
GA,Coweta County,non-metro,78.39,59.5,2022,13077
GA,Crisp County,non-metro,73.06,150.9,2022,13081
GA,Dawson County,non-metro,77.43,47.4,2022,13085
GA,Decatur County,non-metro,73.01,116.3,2022,13087
GA,DeKalb County,metro,79.85,62.6,2022,13089
GA,Dodge County,non-metro,74.98,227.9,2022,13091
GA,Dooly County,non-metro,76.73,94.6,2022,13093
GA,Dougherty County,metro,72.84,166.9,2022,13095
GA,Douglas County,metro,77.1,75.1,2022,13097
GA,Early County,non-metro,71.83,236,2022,13099
GA,Effingham County,non-metro,76.69,53,2022,13103
GA,Elbert County,non-metro,73.72,86.5,2022,13105
GA,Emanuel County,non-metro,72.76,180.6,2022,13107
GA,Evans County,non-metro,73.99,77.8,2022,13109
GA,Fannin County,non-metro,76.82,46.9,2022,13111
GA,Fayette County,metro,80.7,43.3,2022,13113
GA,Floyd County,non-metro,74.24,85.1,2022,13115
GA,Forsyth County,metro,82.26,30.7,2022,13117
GA,Franklin County,non-metro,73.33,97.1,2022,13119
GA,Fulton County,metro,79.03,67.2,2022,13121
GA,Gilmer County,non-metro,76.59,62.1,2022,13123
GA,Glascock County,non-metro,73.97,222.9,2022,13125
GA,Glynn County,metro,76.66,84.6,2022,13127
GA,Gordon County,non-metro,74.94,88.7,2022,13129
GA,Grady County,non-metro,75.98,112.4,2022,13131
GA,Greene County,non-metro,78.33,86.3,2022,13133
GA,Gwinnett County,metro,80.6,68.2,2022,13135
GA,Habersham County,non-metro,76.83,127.8,2022,13137
GA,Hall County,metro,78.78,74.5,2022,13139
GA,Hancock County,non-metro,72.32,283.5,2022,13141
GA,Haralson County,non-metro,73.01,134.7,2022,13143
GA,Harris County,non-metro,79.23,58.4,2022,13145
GA,Hart County,non-metro,77.27,84.1,2022,13147
GA,Henry County,metro,76.89,68.3,2022,13151
GA,Houston County,metro,76.54,66.5,2022,13153
GA,Irwin County,non-metro,73,135.7,2022,13155
GA,Jackson County,non-metro,76.63,105.8,2022,13157
GA,Jasper County,non-metro,75.74,81.9,2022,13159
GA,Jeff Davis County,non-metro,73.6,141.5,2022,13161
GA,Jefferson County,non-metro,71.87,166,2022,13163
GA,Jenkins County,non-metro,74.1,229.3,2022,13165
GA,Johnson County,non-metro,74.14,161.7,2022,13167
GA,Jones County,non-metro,77.89,46.1,2022,13169
GA,Lamar County,non-metro,73.75,113.2,2022,13171
GA,Lanier County,non-metro,75.4,83.7,2022,13173
GA,Laurens County,non-metro,73.15,161.2,2022,13175
GA,Lee County,non-metro,75.44,107,2022,13177
GA,Liberty County,metro,75.38,74.2,2022,13179
GA,Lincoln County,non-metro,77.9,115.4,2022,13181
GA,Lowndes County,non-metro,75.29,92.9,2022,13185
GA,Lumpkin County,non-metro,77.46,49.3,2022,13187
GA,McDuffie County,non-metro,73.06,83,2022,13189
GA,McIntosh County,non-metro,80.66,38.7,2022,13191
GA,Macon County,non-metro,73.19,67.8,2022,13193
GA,Madison County,non-metro,75.63,66.5,2022,13195
GA,Meriwether County,non-metro,73.25,65.5,2022,13199
GA,Mitchell County,non-metro,72.75,180.7,2022,13205
GA,Monroe County,non-metro,76.55,101.5,2022,13207
GA,Montgomery County,non-metro,74.89,122.1,2022,13209
GA,Morgan County,non-metro,77.11,45,2022,13211
GA,Murray County,non-metro,75.05,89.9,2022,13213
GA,Muscogee County,metro,73.54,87.4,2022,13215
GA,Newton County,non-metro,75.68,92.5,2022,13217
GA,Oconee County,non-metro,80.55,54.1,2022,13219
GA,Paulding County,metro,78.45,78.3,2022,13223
GA,Peach County,non-metro,73.27,108.3,2022,13225
GA,Pickens County,non-metro,77.71,47.3,2022,13227
GA,Pierce County,non-metro,73.27,150.3,2022,13229
GA,Pike County,non-metro,75.15,139.6,2022,13231
GA,Polk County,non-metro,73.32,89.6,2022,13233
GA,Pulaski County,non-metro,78.97,111.5,2022,13235
GA,Putnam County,non-metro,77.64,78.8,2022,13237
GA,Rabun County,non-metro,77.52,72.8,2022,13241
GA,Randolph County,non-metro,74.68,188.7,2022,13243
GA,Richmond County,metro,73.19,111.7,2022,13245
GA,Rockdale County,metro,76.65,71.7,2022,13247
GA,Screven County,non-metro,73.99,89.3,2022,13251
GA,Seminole County,non-metro,73.45,99.5,2022,13253
GA,Spalding County,non-metro,74.14,107.1,2022,13255
GA,Stephens County,non-metro,72.75,112.9,2022,13257
GA,Stewart County,non-metro,73.81,157.9,2022,13259
GA,Sumter County,non-metro,73.52,179.8,2022,13261
GA,Tattnall County,non-metro,75.87,113,2022,13267
GA,Taylor County,non-metro,75.64,128.2,2022,13269
GA,Telfair County,non-metro,76.95,149.4,2022,13271
GA,Terrell County,non-metro,72.64,233,2022,13273
GA,Thomas County,non-metro,74.72,127.5,2022,13275
GA,Tift County,non-metro,73.74,148.1,2022,13277
GA,Toombs County,non-metro,73.29,135,2022,13279
GA,Towns County,non-metro,78.98,90.5,2022,13281
GA,Treutlen County,non-metro,74.86,142.8,2022,13283
GA,Troup County,non-metro,74.44,122.3,2022,13285
GA,Turner County,non-metro,72.44,225.9,2022,13287
GA,Twiggs County,non-metro,71.35,171.9,2022,13289
GA,Union County,non-metro,78.94,53.5,2022,13291
GA,Upson County,non-metro,71.19,150,2022,13293
GA,Walker County,non-metro,74.85,61,2022,13295
GA,Walton County,non-metro,76.19,79.6,2022,13297
GA,Ware County,non-metro,72.39,149.2,2022,13299
GA,Washington County,non-metro,74.52,199.3,2022,13303
GA,Wayne County,non-metro,73.31,108.2,2022,13305
GA,Wheeler County,non-metro,78.26,131.2,2022,13309
GA,White County,non-metro,78.12,71.1,2022,13311
GA,Whitfield County,non-metro,77.17,120.2,2022,13313
GA,Wilcox County,non-metro,75.17,211.6,2022,13315
GA,Wilkes County,non-metro,75.21,58.2,2022,13317
GA,Wilkinson County,non-metro,73.23,108.9,2022,13319
GA,Worth County,non-metro,74.16,133.8,2022,13321
HI,Hawaii County,non-metro,80.97,15.3,2022,15001
HI,Honolulu County,metro,82.38,20.2,2022,15003
HI,Maui County,metro,82.9,6.9,2022,15009
ID,Ada County,metro,80.81,59.2,2022,16001
ID,Bannock County,metro,76.94,64.9,2022,16005
ID,Bingham County,non-metro,76.66,85.9,2022,16011
ID,Blaine County,non-metro,85.25,48.9,2022,16013
ID,Bonner County,non-metro,79.63,22.5,2022,16017
ID,Bonneville County,metro,77.19,91.1,2022,16019
ID,Canyon County,metro,78.75,87.8,2022,16027
ID,Cassia County,non-metro,77.54,65.9,2022,16031
ID,Elmore County,non-metro,78.11,38.8,2022,16039
ID,Fremont County,non-metro,79.67,78.3,2022,16043
ID,Gem County,non-metro,77.03,54.8,2022,16045
ID,Gooding County,non-metro,78.48,98,2022,16047
ID,Idaho County,non-metro,80.02,46,2022,16049
ID,Jefferson County,non-metro,79.46,60.6,2022,16051
ID,Jerome County,non-metro,79.43,78,2022,16053
ID,Kootenai County,metro,79.14,50.7,2022,16055
ID,Lemhi County,non-metro,77.38,57.1,2022,16059
ID,Madison County,non-metro,79.4,67.5,2022,16065
ID,Minidoka County,non-metro,77.52,83.9,2022,16067
ID,Nez Perce County,metro,77.12,56.3,2022,16069
ID,Owyhee County,non-metro,77.69,107.3,2022,16073
ID,Payette County,non-metro,77.2,71.5,2022,16075
ID,Shoshone County,non-metro,75.93,113.2,2022,16079
ID,Twin Falls County,non-metro,77.22,94.7,2022,16083
ID,Washington County,non-metro,78.23,75.9,2022,16087
IL,Adams County,non-metro,77.83,63.3,2022,17001
IL,Alexander County,non-metro,70.48,104.6,2022,17003
IL,Bond County,non-metro,78.39,50.1,2022,17005
IL,Boone County,metro,79.25,91.3,2022,17007
IL,Bureau County,non-metro,78.12,98.2,2022,17011
IL,Carroll County,non-metro,78.07,83.9,2022,17015
IL,Cass County,non-metro,76.38,154,2022,17017
IL,Champaign County,metro,80.13,32,2022,17019
IL,Christian County,non-metro,76.5,117.2,2022,17021
IL,Clark County,non-metro,76.06,67.7,2022,17023
IL,Clay County,non-metro,76.52,141.9,2022,17025
IL,Clinton County,non-metro,80.16,74.9,2022,17027
IL,Coles County,metro,77.74,69.1,2022,17029
IL,Cook County,metro,78.6,125.5,2022,17031
IL,Crawford County,non-metro,78.94,101.4,2022,17033
IL,Cumberland County,non-metro,79.69,109,2022,17035
IL,DeKalb County,metro,78.7,54.1,2022,17037
IL,De Witt County,non-metro,74.85,91.4,2022,17039
IL,Douglas County,non-metro,79.19,100.5,2022,17041
IL,DuPage County,metro,81.93,71.8,2022,17043
IL,Edgar County,non-metro,75.8,116.7,2022,17045
IL,Edwards County,non-metro,76.29,87.7,2022,17047
IL,Effingham County,non-metro,77.71,89.6,2022,17049
IL,Fayette County,non-metro,78.13,103.2,2022,17051
IL,Ford County,non-metro,76.26,105.3,2022,17053
