state,county,metro,life_exp,covid_mort,year,fipscode
SC,Lancaster County,non-metro,77.12,63.4,2022,45057
SC,Laurens County,non-metro,73.34,83.4,2022,45059
SC,Lee County,non-metro,70.4,213.1,2022,45061
SC,Lexington County,non-metro,77.71,64.2,2022,45063
SC,McCormick County,non-metro,72.57,74.1,2022,45065
SC,Marion County,non-metro,70.69,190.1,2022,45067
SC,Marlboro County,non-metro,71.41,112,2022,45069
SC,Newberry County,non-metro,75.35,122.6,2022,45071
SC,Oconee County,non-metro,76.42,58.5,2022,45073
SC,Orangeburg County,non-metro,72.64,104.9,2022,45075
SC,Pickens County,non-metro,76.32,88.5,2022,45077
SC,Richland County,metro,77.04,72.3,2022,45079
SC,Saluda County,non-metro,77.19,91.8,2022,45081
SC,Spartanburg County,non-metro,75.46,97.4,2022,45083
SC,Sumter County,non-metro,74.27,96.4,2022,45085
SC,Union County,non-metro,72.21,111,2022,45087
SC,Williamsburg County,non-metro,71.16,164.6,2022,45089
SC,York County,metro,77.86,74,2022,45091
SD,Aurora County,non-metro,78.32,222.1,2022,46003
SD,Beadle County,non-metro,77.95,134.5,2022,46005
SD,Bon Homme County,non-metro,80.05,175,2022,46009
SD,Brookings County,non-metro,80.96,89.2,2022,46011
SD,Brown County,non-metro,79.96,96,2022,46013
SD,Buffalo County,non-metro,61.06,769.5,2022,46017
SD,Butte County,non-metro,78.32,116.6,2022,46019
SD,Charles Mix County,non-metro,72.55,116.9,2022,46023
SD,Clay County,metro,78.46,98.7,2022,46027
SD,Codington County,metro,79.47,157.3,2022,46029
SD,Corson County,non-metro,64.11,343.6,2022,46031
SD,Custer County,non-metro,80.57,56.6,2022,46033
SD,Davison County,metro,78.24,152.7,2022,46035
SD,Day County,non-metro,76.6,192,2022,46037
SD,Dewey County,non-metro,65.26,362,2022,46041
SD,Douglas County,non-metro,80.62,150.8,2022,46043
SD,Edmunds County,non-metro,81.81,120.4,2022,46045
SD,Grant County,non-metro,78.03,262.6,2022,46051
SD,Gregory County,non-metro,76.63,313.5,2022,46053
SD,Hamlin County,non-metro,76.24,334.8,2022,46057
SD,Hughes County,non-metro,77.75,124.6,2022,46065
SD,Hutchinson County,non-metro,78.79,117.4,2022,46067
SD,Jackson County,non-metro,75.05,369.5,2022,46071
SD,Jerauld County,non-metro,79.87,305.4,2022,46073
SD,Kingsbury County,non-metro,81.33,116,2022,46077
SD,Lake County,non-metro,82.8,71.7,2022,46079
SD,Lawrence County,non-metro,80.23,81.7,2022,46081
SD,Lincoln County,non-metro,83.88,102.1,2022,46083
SD,McCook County,non-metro,76.13,291.4,2022,46087
SD,Meade County,non-metro,79.12,58,2022,46093
SD,Minnehaha County,metro,77.55,132.8,2022,46099
SD,Moody County,non-metro,78.73,149.1,2022,46101
SD,Pennington County,metro,78.25,89.5,2022,46103
SD,Perkins County,non-metro,77.67,160.8,2022,46105
SD,Roberts County,non-metro,74.21,185.4,2022,46109
SD,Spink County,non-metro,78.46,176.6,2022,46115
SD,Todd County,non-metro,64.61,334.9,2022,46121
SD,Tripp County,non-metro,76.92,120.2,2022,46123
SD,Turner County,non-metro,78.04,216.7,2022,46125
SD,Union County,non-metro,79.96,114.5,2022,46127
SD,Walworth County,non-metro,79.14,127.1,2022,46129
SD,Yankton County,non-metro,79.1,81.5,2022,46135
TN,Anderson County,non-metro,74.66,57.4,2022,47001
TN,Bedford County,non-metro,74.1,120.3,2022,47003
TN,Benton County,non-metro,72.03,116.9,2022,47005
TN,Blount County,non-metro,76.73,50.6,2022,47009
TN,Bradley County,non-metro,75.97,50.4,2022,47011
TN,Campbell County,non-metro,71.66,71.2,2022,47013
TN,Cannon County,non-metro,73.08,80.3,2022,47015
TN,Carroll County,non-metro,73.02,124.7,2022,47017
TN,Carter County,non-metro,74.07,94.4,2022,47019
TN,Cheatham County,non-metro,73.85,61.7,2022,47021
TN,Chester County,non-metro,75.26,119.3,2022,47023
TN,Claiborne County,non-metro,73.07,50.5,2022,47025
TN,Clay County,non-metro,73.42,128.2,2022,47027
TN,Cocke County,non-metro,70.95,113.3,2022,47029
TN,Coffee County,non-metro,74.07,93.6,2022,47031
TN,Crockett County,non-metro,72.86,134.2,2022,47033
TN,Cumberland County,non-metro,76.45,56,2022,47035
TN,Davidson County,metro,76.32,80.8,2022,47037
TN,Decatur County,non-metro,73.97,104,2022,47039
TN,DeKalb County,non-metro,73.27,107.5,2022,47041
TN,Dickson County,non-metro,74.73,107,2022,47043
TN,Dyer County,non-metro,72.25,130.9,2022,47045
TN,Fayette County,non-metro,77.3,64.4,2022,47047
TN,Fentress County,non-metro,73.01,117.6,2022,47049
TN,Franklin County,non-metro,75.15,78,2022,47051
TN,Gibson County,non-metro,72.81,127.4,2022,47053
TN,Giles County,non-metro,74,98.9,2022,47055
TN,Grainger County,non-metro,73,79.1,2022,47057
TN,Greene County,non-metro,73.9,77.3,2022,47059
TN,Grundy County,non-metro,71.4,85.1,2022,47061
TN,Hamblen County,metro,74.09,88.1,2022,47063
TN,Hamilton County,metro,77.01,52.6,2022,47065
TN,Hardeman County,non-metro,73.37,148.9,2022,47069
TN,Hardin County,non-metro,72.47,79,2022,47071
TN,Hawkins County,non-metro,73.87,59.8,2022,47073
TN,Haywood County,non-metro,72.33,186.6,2022,47075
TN,Henderson County,non-metro,74.42,135.5,2022,47077
TN,Henry County,non-metro,73.22,87.2,2022,47079
TN,Hickman County,non-metro,72.9,113,2022,47081
TN,Houston County,non-metro,72,130.7,2022,47083
TN,Humphreys County,non-metro,74,79.2,2022,47085
TN,Jackson County,non-metro,73.94,123.4,2022,47087
TN,Jefferson County,non-metro,75.44,74.8,2022,47089
TN,Johnson County,non-metro,74.03,108,2022,47091
TN,Knox County,metro,75.79,50,2022,47093
TN,Lake County,non-metro,72.02,137,2022,47095
TN,Lauderdale County,non-metro,73.21,97.7,2022,47097
TN,Lawrence County,non-metro,73.5,102.6,2022,47099
TN,Lewis County,non-metro,73.23,78.7,2022,47101
TN,Lincoln County,non-metro,73.63,86.5,2022,47103
TN,Loudon County,non-metro,77.54,47.3,2022,47105
TN,McMinn County,non-metro,73.73,71.5,2022,47107
TN,McNairy County,non-metro,72.22,92.8,2022,47109
TN,Macon County,non-metro,73.56,140.8,2022,47111
TN,Madison County,non-metro,75.05,122.9,2022,47113
TN,Marion County,non-metro,74.38,83.8,2022,47115
TN,Marshall County,non-metro,74.86,76.1,2022,47117
TN,Maury County,non-metro,76.17,86.2,2022,47119
TN,Meigs County,non-metro,71.66,101.7,2022,47121
TN,Monroe County,non-metro,73.71,76.8,2022,47123
TN,Montgomery County,metro,74.9,74.2,2022,47125
TN,Morgan County,non-metro,74.4,40,2022,47129
TN,Obion County,non-metro,74.19,152.9,2022,47131
TN,Overton County,non-metro,73.95,131.5,2022,47133
TN,Perry County,non-metro,73.86,126.7,2022,47135
TN,Pickett County,non-metro,74.84,164.7,2022,47137
TN,Polk County,non-metro,73.73,50.2,2022,47139
TN,Putnam County,non-metro,75.65,114.9,2022,47141
TN,Rhea County,non-metro,73.8,106.4,2022,47143
TN,Roane County,non-metro,74.24,57.5,2022,47145
TN,Robertson County,non-metro,74.98,93,2022,47147
TN,Rutherford County,metro,77.2,84.4,2022,47149
TN,Scott County,non-metro,73.01,101.7,2022,47151
TN,Sequatchie County,non-metro,76.71,48.3,2022,47153
TN,Sevier County,non-metro,75.36,64.6,2022,47155
TN,Shelby County,metro,74.24,95.8,2022,47157
TN,Smith County,non-metro,74.41,77.5,2022,47159
TN,Stewart County,non-metro,74.86,98.9,2022,47161
TN,Sullivan County,non-metro,74.85,71.8,2022,47163
TN,Sumner County,non-metro,77.53,81.5,2022,47165
TN,Tipton County,non-metro,74.96,87.1,2022,47167
TN,Trousdale County,non-metro,74.67,124.9,2022,47169
TN,Unicoi County,non-metro,72.55,82.4,2022,47171
TN,Union County,non-metro,73.71,65.8,2022,47173
TN,Warren County,non-metro,74.12,96,2022,47177
TN,Washington County,non-metro,75.18,83.4,2022,47179
TN,Wayne County,non-metro,75.27,77.5,2022,47181
TN,Weakley County,non-metro,75.31,71,2022,47183
TN,White County,non-metro,74.48,76.6,2022,47185
TN,Williamson County,metro,81.51,54.3,2022,47187
TN,Wilson County,non-metro,77.54,88.8,2022,47189
TX,Anderson County,non-metro,73.17,119.7,2022,48001
TX,Andrews County,metro,76.39,210.6,2022,48003
TX,Angelina County,non-metro,75.09,152,2022,48005
TX,Aransas County,non-metro,74.93,55.5,2022,48007
TX,Atascosa County,non-metro,76.8,154.9,2022,48013
TX,Austin County,non-metro,78.21,44.5,2022,48015
TX,Bailey County,non-metro,77.41,176.1,2022,48017
TX,Bandera County,non-metro,78.66,39.3,2022,48019
TX,Bastrop County,non-metro,78.07,49.8,2022,48021
TX,Bee County,non-metro,75.19,146.8,2022,48025
TX,Bell County,metro,77.46,63.1,2022,48027
TX,Bexar County,metro,78.13,98.1,2022,48029
TX,Bosque County,non-metro,75.57,65,2022,48035
TX,Bowie County,non-metro,74.54,105.1,2022,48037
TX,Brazoria County,metro,79.04,66.4,2022,48039
TX,Brazos County,metro,80.01,84,2022,48041
TX,Brewster County,non-metro,81.3,70.6,2022,48043
TX,Brooks County,non-metro,72.06,319.3,2022,48047
TX,Brown County,non-metro,74.45,122.1,2022,48049
TX,Burleson County,non-metro,76.32,73.4,2022,48051
TX,Burnet County,non-metro,78.5,37.7,2022,48053
TX,Caldwell County,non-metro,76.46,103.1,2022,48055
TX,Calhoun County,non-metro,77.69,35.5,2022,48057
TX,Callahan County,non-metro,75.67,121.8,2022,48059
TX,Cameron County,metro,78.83,239.9,2022,48061
TX,Camp County,non-metro,74.72,126.9,2022,48063
TX,Carson County,non-metro,75.82,137.7,2022,48065
TX,Cass County,non-metro,74.7,123.4,2022,48067
TX,Castro County,non-metro,77.4,250.2,2022,48069
TX,Chambers County,non-metro,77.34,62.8,2022,48071
TX,Cherokee County,non-metro,75.32,141.6,2022,48073
TX,Childress County,non-metro,75.32,168.2,2022,48075
TX,Clay County,non-metro,77.32,77.9,2022,48077
TX,Cochran County,non-metro,76.41,269.9,2022,48079
TX,Coke County,non-metro,77.64,151.9,2022,48081
TX,Coleman County,non-metro,72.82,104,2022,48083
TX,Collin County,metro,82.23,50.2,2022,48085
TX,Colorado County,non-metro,77.06,42.1,2022,48089
TX,Comal County,non-metro,79.14,64.7,2022,48091
TX,Comanche County,non-metro,75.96,143.2,2022,48093
TX,Cooke County,non-metro,76.97,69.4,2022,48097
TX,Coryell County,metro,76.64,67.8,2022,48099
TX,Crockett County,metro,72.22,198.3,2022,48105
TX,Crosby County,non-metro,73.64,303.2,2022,48107
TX,Dallam County,metro,75.32,197.4,2022,48111
TX,Dallas County,metro,78.33,97.1,2022,48113
TX,Dawson County,metro,73.15,357.5,2022,48115
TX,Deaf Smith County,metro,76.23,319.2,2022,48117
TX,Denton County,metro,81.69,55.5,2022,48121
TX,DeWitt County,non-metro,75.36,162.6,2022,48123
TX,Dimmit County,non-metro,76.63,122.1,2022,48127
TX,Duval County,non-metro,75.33,161.3,2022,48131
TX,Eastland County,non-metro,74.77,63.4,2022,48133
TX,Ector County,metro,73.8,207,2022,48135
TX,Ellis County,non-metro,78.15,100.1,2022,48139
TX,El Paso County,metro,78.1,248.8,2022,48141
TX,Erath County,non-metro,79.27,80.2,2022,48143
TX,Falls County,non-metro,76.98,97.3,2022,48145
TX,Fannin County,non-metro,75.7,125.3,2022,48147
TX,Fayette County,non-metro,79.16,77.7,2022,48149
TX,Fisher County,non-metro,77.51,188.7,2022,48151
TX,Floyd County,non-metro,74.16,352.6,2022,48153
TX,Fort Bend County,metro,82.34,58,2022,48157
TX,Franklin County,non-metro,76.09,77.9,2022,48159
TX,Freestone County,non-metro,74.92,106.4,2022,48161
TX,Frio County,metro,76.21,105.3,2022,48163
TX,Gaines County,non-metro,76.99,199,2022,48165
TX,Galveston County,metro,77.56,58.1,2022,48167
TX,Garza County,metro,77.53,227.9,2022,48169
TX,Gillespie County,non-metro,80.51,41.3,2022,48171
TX,Gonzales County,non-metro,76.89,86.2,2022,48177
TX,Gray County,metro,73.99,150.4,2022,48179
TX,Grayson County,non-metro,75.78,103.9,2022,48181
TX,Gregg County,metro,74.65,118.5,2022,48183
TX,Grimes County,non-metro,76.61,115.6,2022,48185
TX,Guadalupe County,non-metro,79.48,63.4,2022,48187
TX,Hale County,metro,74.62,366.8,2022,48189
TX,Hamilton County,non-metro,75.26,87.8,2022,48193
TX,Hansford County,non-metro,78.93,282.4,2022,48195
TX,Hardeman County,non-metro,75.29,131.6,2022,48197
TX,Hardin County,non-metro,75.47,74,2022,48199
TX,Harris County,metro,79.17,87.1,2022,48201
TX,Harrison County,non-metro,75.67,100.3,2022,48203
TX,Hartley County,non-metro,80.43,164.5,2022,48205
TX,Haskell County,non-metro,77.44,150.4,2022,48207
TX,Hays County,non-metro,80.75,51.2,2022,48209
TX,Henderson County,non-metro,74.58,73.6,2022,48213
TX,Hidalgo County,metro,79.54,256.6,2022,48215
TX,Hill County,non-metro,75.25,69.6,2022,48217
TX,Hockley County,non-metro,74.53,343.1,2022,48219
TX,Hood County,non-metro,77.45,67.4,2022,48221
TX,Hopkins County,non-metro,75.67,168.6,2022,48223
TX,Houston County,non-metro,76.01,79.8,2022,48225
TX,Howard County,metro,74.03,224.2,2022,48227
TX,Hunt County,non-metro,76.01,82.9,2022,48231
TX,Hutchinson County,metro,73.61,207.6,2022,48233
TX,Jack County,non-metro,75.61,102.4,2022,48237
TX,Jackson County,non-metro,76.22,104.9,2022,48239
TX,Jasper County,non-metro,74.15,103.4,2022,48241
TX,Jefferson County,metro,75.4,95,2022,48245
TX,Jim Hogg County,metro,74.22,194.7,2022,48247
TX,Jim Wells County,non-metro,74.09,143.6,2022,48249
TX,Johnson County,non-metro,76.57,92.4,2022,48251
TX,Jones County,non-metro,77.24,161,2022,48253
TX,Karnes County,non-metro,75.25,139.2,2022,48255
TX,Kaufman County,non-metro,75.89,107.7,2022,48257
TX,Kendall County,non-metro,81.47,54,2022,48259
TX,Kerr County,non-metro,77.3,43.6,2022,48265
TX,Kleberg County,metro,74.28,208.5,2022,48273
TX,Knox County,non-metro,73.71,189.9,2022,48275
TX,Lamar County,non-metro,73.77,137.9,2022,48277
TX,Lamb County,non-metro,73.74,383.7,2022,48279
TX,Lampasas County,non-metro,77.56,34.8,2022,48281
TX,La Salle County,non-metro,77.02,238.8,2022,48283
TX,Lavaca County,non-metro,78.61,136.3,2022,48285
TX,Lee County,non-metro,76.63,120.1,2022,48287
TX,Leon County,non-metro,77.14,73.4,2022,48289
TX,Liberty County,non-metro,74.22,105.7,2022,48291
TX,Limestone County,non-metro,74.57,86.1,2022,48293
TX,Live Oak County,non-metro,79.41,91.6,2022,48297
TX,Llano County,non-metro,78.15,33.6,2022,48299
TX,Lubbock County,metro,75.13,198.2,2022,48303
TX,Lynn County,non-metro,73.98,263.9,2022,48305
TX,McCulloch County,non-metro,75.46,82.4,2022,48307
TX,McLennan County,metro,77.08,101.5,2022,48309
TX,Madison County,non-metro,74.65,128,2022,48313
TX,Marion County,non-metro,74.5,113.7,2022,48315
TX,Martin County,non-metro,72.36,306.9,2022,48317
TX,Matagorda County,non-metro,75.38,147.6,2022,48321
TX,Maverick County,metro,75.77,402.9,2022,48323
TX,Medina County,non-metro,78.22,84.4,2022,48325
TX,Midland County,metro,77.91,137.4,2022,48329
TX,Milam County,non-metro,77.16,47.6,2022,48331
TX,Mills County,non-metro,76.5,120.6,2022,48333
TX,Mitchell County,non-metro,75.87,186.1,2022,48335
TX,Montague County,non-metro,73.54,139.9,2022,48337
TX,Montgomery County,metro,79.47,45.9,2022,48339
TX,Moore County,metro,76.31,336.6,2022,48341
TX,Morris County,non-metro,74.08,84.3,2022,48343
TX,Nacogdoches County,non-metro,75.79,145,2022,48347
TX,Navarro County,non-metro,75.24,122,2022,48349
TX,Newton County,non-metro,75.36,88.7,2022,48351
TX,Nolan County,non-metro,73.93,155.8,2022,48353
TX,Nueces County,metro,77.38,124.2,2022,48355
TX,Ochiltree County,metro,76.63,239.4,2022,48357
TX,Orange County,non-metro,74.03,75.9,2022,48361
TX,Palo Pinto County,non-metro,75.38,117.1,2022,48363
TX,Panola County,non-metro,74.11,133.6,2022,48365
TX,Parker County,non-metro,78.3,65.6,2022,48367
TX,Parmer County,non-metro,76.42,332.4,2022,48369
TX,Pecos County,non-metro,75.71,182.1,2022,48371
TX,Polk County,non-metro,72.49,120.9,2022,48373
TX,Potter County,metro,72.45,250.7,2022,48375
TX,Presidio County,non-metro,87.64,172.2,2022,48377
TX,Rains County,non-metro,76.96,89,2022,48379
TX,Randall County,metro,78.24,126.1,2022,48381
TX,Real County,non-metro,74.86,143.6,2022,48385
TX,Red River County,non-metro,72,143.1,2022,48387
TX,Reeves County,metro,76.87,187.8,2022,48389
TX,Refugio County,non-metro,76.94,138.5,2022,48391
TX,Robertson County,non-metro,76.15,87.6,2022,48395
TX,Rockwall County,metro,80.36,52.2,2022,48397
TX,Runnels County,non-metro,75.62,128.1,2022,48399
TX,Rusk County,non-metro,76.11,110.8,2022,48401
TX,Sabine County,non-metro,75.16,63.4,2022,48403
TX,San Augustine County,non-metro,75.16,167.9,2022,48405
TX,San Jacinto County,non-metro,76.76,52,2022,48407
TX,San Patricio County,metro,75.73,129.9,2022,48409
TX,San Saba County,non-metro,76.94,144.9,2022,48411
TX,Scurry County,non-metro,75.66,190.3,2022,48415
TX,Shelby County,non-metro,74.56,136.7,2022,48419
TX,Sherman County,non-metro,80.45,304.5,2022,48421
TX,Smith County,non-metro,77.37,94,2022,48423
TX,Starr County,metro,76,366.3,2022,48427
TX,Stephens County,non-metro,75.7,116.8,2022,48429
TX,Swisher County,non-metro,73.42,125.6,2022,48437
TX,Tarrant County,metro,78.63,89,2022,48439
TX,Taylor County,metro,74.91,137.6,2022,48441
TX,Terry County,metro,73.29,326.1,2022,48445
TX,Titus County,non-metro,76.18,157,2022,48449
TX,Tom Green County,metro,76.78,133.1,2022,48451
TX,Travis County,metro,81.38,56.7,2022,48453
TX,Trinity County,non-metro,74.35,42.9,2022,48455
TX,Tyler County,non-metro,74.94,45.2,2022,48457
TX,Upshur County,non-metro,75.73,88.5,2022,48459
TX,Uvalde County,non-metro,76,119.7,2022,48463
TX,Val Verde County,metro,76.76,304.8,2022,48465
TX,Van Zandt County,non-metro,76.12,80.7,2022,48467
TX,Victoria County,non-metro,77.3,111.1,2022,48469
TX,Walker County,non-metro,78.08,118.9,2022,48471
TX,Waller County,non-metro,78.65,53.9,2022,48473
TX,Ward County,non-metro,74.82,97.7,2022,48475
TX,Washington County,non-metro,79.03,106.5,2022,48477
TX,Webb County,metro,78.53,236.8,2022,48479
TX,Wharton County,non-metro,76.43,149,2022,48481
TX,Wheeler County,non-metro,74.52,177.9,2022,48483
TX,Wichita County,metro,75.2,151,2022,48485
TX,Wilbarger County,metro,74.02,218.1,2022,48487
TX,Willacy County,non-metro,75.7,280.8,2022,48489
TX,Williamson County,metro,81.6,45.3,2022,48491
TX,Wilson County,non-metro,79.21,57.8,2022,48493
TX,Winkler County,metro,72.46,204.2,2022,48495
TX,Wise County,non-metro,76.41,95.3,2022,48497
TX,Wood County,non-metro,76.21,95.8,2022,48499
TX,Yoakum County,non-metro,75.65,273.2,2022,48501
TX,Young County,non-metro,73.96,111,2022,48503
TX,Zapata County,metro,77.8,156.9,2022,48505
TX,Zavala County,non-metro,73.89,209.1,2022,48507
UT,Box Elder County,non-metro,78.76,55,2022,49003
UT,Cache County,metro,81.27,32.6,2022,49005
UT,Davis County,metro,80.24,32.8,2022,49011
UT,Iron County,metro,79.31,30.4,2022,49021
UT,Salt Lake County,metro,79.32,57.1,2022,49035
UT,San Juan County,non-metro,75.15,251.7,2022,49037
UT,Sanpete County,non-metro,79.76,41.3,2022,49039
UT,Tooele County,metro,78.35,36.8,2022,49045
UT,Uintah County,non-metro,75.69,50.1,2022,49047
UT,Utah County,metro,80.23,56.7,2022,49049
UT,Wasatch County,non-metro,81.68,61.2,2022,49051
UT,Washington County,metro,81.82,41.6,2022,49053
UT,Weber County,metro,78.1,45,2022,49057
VT,Chittenden County,non-metro,81.72,30.5,2022,50007
VT,Franklin County,non-metro,78.79,43,2022,50011
VA,Accomack County,non-metro,75.34,61.8,2022,51001
VA,Albemarle County,non-metro,82.25,26.8,2022,51003
VA,Alleghany County,non-metro,75.47,91.8,2022,51005
VA,Amherst County,non-metro,77.31,37.3,2022,51009
VA,Arlington County,metro,85.31,72.7,2022,51013
VA,Augusta County,non-metro,80.11,39.8,2022,51015
VA,Bedford County,non-metro,79.12,33.3,2022,51019
VA,Botetourt County,non-metro,79.71,34.4,2022,51023
VA,Brunswick County,non-metro,76.16,52.8,2022,51025
VA,Buchanan County,non-metro,73.51,81.5,2022,51027
VA,Buckingham County,non-metro,78.09,89.3,2022,51029
VA,Campbell County,non-metro,78.38,52.2,2022,51031
VA,Caroline County,non-metro,77.07,58.3,2022,51033
VA,Carroll County,non-metro,77.96,89.4,2022,51035
VA,Charlotte County,non-metro,74.41,71.6,2022,51037
VA,Chesterfield County,metro,78.7,48,2022,51041
VA,Clarke County,non-metro,78.93,42.5,2022,51043
VA,Culpeper County,non-metro,78.38,51.3,2022,51047
VA,Dickenson County,non-metro,72.57,67.7,2022,51051
VA,Dinwiddie County,non-metro,76.67,44.7,2022,51053
VA,Fairfax County,metro,85.19,55.2,2022,51059
VA,Fauquier County,non-metro,79.99,26.3,2022,51061
VA,Floyd County,non-metro,77.67,43.8,2022,51063
VA,Fluvanna County,non-metro,80.44,33.1,2022,51065
VA,Franklin County,non-metro,77.64,45,2022,51067
VA,Frederick County,non-metro,79.53,42.8,2022,51069
VA,Giles County,non-metro,73.75,48.4,2022,51071
VA,Gloucester County,non-metro,77.12,23.1,2022,51073
VA,Goochland County,non-metro,81.01,30.8,2022,51075
VA,Grayson County,non-metro,76.91,101,2022,51077
VA,Greensville County,non-metro,74.04,157.2,2022,51081
VA,Halifax County,non-metro,74.76,109.4,2022,51083
VA,Hanover County,non-metro,79.26,51.1,2022,51085
VA,Henrico County,metro,78.81,66.4,2022,51087
VA,Henry County,non-metro,74.38,83.1,2022,51089
VA,Isle of Wight County,non-metro,78.85,47.7,2022,51093
VA,James City County,metro,81.62,22,2022,51095
VA,King George County,non-metro,78.28,54.5,2022,51099
VA,Lee County,non-metro,73.98,87.4,2022,51105
VA,Loudoun County,metro,84.32,49.2,2022,51107
VA,Louisa County,non-metro,77.57,24.5,2022,51109
VA,Mathews County,non-metro,78.41,72.2,2022,51115
VA,Mecklenburg County,non-metro,74.8,88.5,2022,51117
VA,Montgomery County,metro,79.97,55.4,2022,51121
VA,New Kent County,non-metro,78.1,41.2,2022,51127
VA,Northampton County,non-metro,74.98,90.2,2022,51131
VA,Northumberland County,non-metro,79.74,43.5,2022,51133
VA,Nottoway County,non-metro,74.63,93.4,2022,51135
VA,Orange County,non-metro,77.4,21.5,2022,51137
VA,Page County,non-metro,75.96,91.3,2022,51139
VA,Patrick County,non-metro,75.25,100.7,2022,51141
VA,Pittsylvania County,non-metro,75.61,52.5,2022,51143
VA,Powhatan County,non-metro,79.96,25.1,2022,51145
VA,Prince Edward County,non-metro,76.04,53.6,2022,51147
VA,Prince George County,non-metro,80.82,28.8,2022,51149
VA,Prince William County,metro,81.5,82.7,2022,51153
VA,Pulaski County,non-metro,75.32,82.6,2022,51155
VA,Roanoke County,metro,78.86,57.1,2022,51161
VA,Rockbridge County,non-metro,79.36,44.7,2022,51163
VA,Rockingham County,non-metro,79.91,59,2022,51165
VA,Russell County,non-metro,75.47,49.4,2022,51167
VA,Scott County,non-metro,75.28,95.1,2022,51169
VA,Shenandoah County,non-metro,77.75,84.1,2022,51171
VA,Smyth County,non-metro,72.97,89.8,2022,51173
VA,Southampton County,non-metro,77.48,112.4,2022,51175
VA,Spotsylvania County,non-metro,79.29,47.6,2022,51177
VA,Stafford County,metro,79.99,28.8,2022,51179
VA,Sussex County,non-metro,74.46,108.7,2022,51183
VA,Tazewell County,non-metro,72.73,45.9,2022,51185
VA,Warren County,non-metro,75.99,59.7,2022,51187
VA,Washington County,non-metro,76.02,69.5,2022,51191
VA,Westmoreland County,non-metro,76.96,56.6,2022,51193
VA,Wise County,non-metro,72.71,87.3,2022,51195
VA,Wythe County,non-metro,74.83,81.4,2022,51197
VA,York County,metro,81.51,22.8,2022,51199
VA,Alexandria city,metro,83.93,58.6,2022,51510
VA,Bristol city,metro,74.17,67.5,2022,51520
VA,Buena Vista city,metro,74.86,112.5,2022,51530
VA,Charlottesville city,metro,80.04,61.2,2022,51540
VA,Chesapeake city,metro,78.11,54.5,2022,51550
VA,Colonial Heights city,metro,73.69,49.3,2022,51570
VA,Danville city,metro,71.35,111.8,2022,51590
VA,Emporia city,metro,68.11,233.7,2022,51595
VA,Fairfax city,metro,76.89,53.9,2022,51600
VA,Falls Church city,metro,80.64,67,2022,51610
VA,Franklin city,metro,69.94,179.9,2022,51620
VA,Galax city,metro,67.33,227.4,2022,51640
VA,Hampton city,metro,76.18,45.6,2022,51650
VA,Harrisonburg city,metro,79.45,86.4,2022,51660
VA,Hopewell city,metro,70.16,66.9,2022,51670
VA,Lynchburg city,metro,75.3,56.5,2022,51680
VA,Manassas city,metro,78,137.3,2022,51683
VA,Martinsville city,metro,67.2,188.9,2022,51690
VA,Newport News city,metro,75.69,49.4,2022,51700
VA,Norfolk city,metro,75.16,55.5,2022,51710
VA,Petersburg city,metro,66.2,90.7,2022,51730
VA,Portsmouth city,metro,73.42,76.7,2022,51740
VA,Richmond city,metro,77.09,59.2,2022,51760
VA,Roanoke city,metro,72.81,86.3,2022,51770
VA,Salem city,metro,75.05,63.2,2022,51775
VA,Staunton city,metro,75.44,84.8,2022,51790
VA,Suffolk city,metro,77.21,80.5,2022,51800
VA,Virginia Beach city,metro,80.18,31.9,2022,51810
VA,Waynesboro city,metro,75.53,45.1,2022,51820
VA,Winchester city,metro,77.03,76.5,2022,51840
WA,Adams County,non-metro,80.05,107.7,2022,53001
WA,Asotin County,metro,78.22,50.5,2022,53003
WA,Benton County,metro,79.88,63.5,2022,53005
WA,Chelan County,non-metro,80.34,35.9,2022,53007
WA,Clark County,metro,79.61,24.5,2022,53011
WA,Cowlitz County,non-metro,77.34,16.6,2022,53015
WA,Douglas County,non-metro,82.44,23.1,2022,53017
WA,Franklin County,metro,80.32,93,2022,53021
WA,Grant County,non-metro,78.67,78.9,2022,53025
WA,Grays Harbor County,non-metro,76.68,25.2,2022,53027
WA,Island County,non-metro,81.42,21.6,2022,53029
WA,King County,metro,82.28,40.9,2022,53033
WA,Kitsap County,metro,80.14,12,2022,53035
WA,Kittitas County,non-metro,81.3,51.6,2022,53037
WA,Lewis County,non-metro,77.02,26.1,2022,53041
WA,Mason County,non-metro,79.16,12.9,2022,53045
WA,Okanogan County,non-metro,78.11,51.5,2022,53047
WA,Pierce County,metro,78.87,31.7,2022,53053
WA,Skagit County,non-metro,80.24,22.4,2022,53057
WA,Snohomish County,metro,80.3,43.8,2022,53061
WA,Spokane County,metro,78.32,45.4,2022,53063
WA,Stevens County,non-metro,79.51,27.6,2022,53065
WA,Thurston County,metro,80.06,15.2,2022,53067
WA,Walla Walla County,metro,80.17,42.8,2022,53071
WA,Whatcom County,non-metro,81.02,20.1,2022,53073
WA,Whitman County,non-metro,80.58,60.5,2022,53075
WA,Yakima County,metro,76.95,112.8,2022,53077
WV,Barbour County,non-metro,75.05,45.2,2022,54001
WV,Berkeley County,non-metro,74.88,49.1,2022,54003
WV,Boone County,non-metro,71.1,49.5,2022,54005
WV,Brooke County,non-metro,75.83,94.3,2022,54009
WV,Cabell County,metro,71.31,71.8,2022,54011
